description,drugbank-id,name,reagent-id
Cilostazol may increase the QTc-prolonging activities of Delamanid.,APRD00155,Delamanid,DB11637
Itraconazole may increase the QTc-prolonging activities of Delamanid.,APRD00040,Delamanid,DB11637
Procarbazine may increase the hypertensive activities of Norepinephrine.,APRD00695,Norepinephrine,DB00368
Arsenic trioxide may increase the QTc-prolonging activities of Delamanid.,APRD00171,Delamanid,DB11637
Iloprost may increase the hypotensive activities of Guanethidine.,APRD01007,Iloprost,DB01088
Moclobemide may increase the hypertensive activities of Norepinephrine.,APRD00603,Norepinephrine,DB00368
The serum concentration of Digoxin Immune Fab (Ovine) can be decreased when it is combined with Kanamycin.,APRD00026,Digoxin Immune Fab (Ovine),DB00076
The serum concentration of Orphenadrine can be increased when it is combined with Dasatinib.,APRD00097,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Phenobarbital.,APRD00184,Doxylamine,DB00366
The serum concentration of Escitalopram can be increased when it is combined with Dasatinib.,APRD00683,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Cyclizine.,APRD00061,Doxylamine,DB00366
The serum concentration of Idarubicin can be decreased when it is combined with Apalutamide.,APRD00126,Apalutamide,DB11901
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Chlormezanone.,APRD00865,Doxylamine,DB00366
The serum concentration of Podofilox can be increased when it is combined with Dasatinib.,DB08417,Dasatinib,DB01254
Trimethoprim may increase the hyperkalemic activities of Rescinnamine.,APRD00112,Trimethoprim,DB00440
The serum concentration of Ifosfamide can be increased when it is combined with Dasatinib.,APRD00007,Dasatinib,DB01254
The serum concentration of Propafenone can be increased when it is combined with Dasatinib.,APRD00261,Dasatinib,DB01254
The serum concentration of Naloxone can be increased when it is combined with Dasatinib.,APRD00025,Dasatinib,DB01254
The serum concentration of Domperidone can be increased when it is combined with Dasatinib.,APRD00418,Dasatinib,DB01254
Fluticasone may increase the fluid retaining activities of Fluoxymesterone.,APRD00981,Fluticasone,DB13867
The serum concentration of Pergolide can be increased when it is combined with Dasatinib.,APRD00663,Dasatinib,DB01254
The therapeutic efficacy of Ciclopirox can be increased when used in combination with Menthol.,APRD00871,Menthol,DB00825
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Desflurane.,APRD00907,Doxylamine,DB00366
The serum concentration of Clindamycin can be increased when it is combined with Dasatinib.,APRD00566,Dasatinib,DB01254
The serum concentration of Dexfenfluramine can be decreased when it is combined with Osimertinib.,APRD00648,Osimertinib,DB09330
Oxymorphone may increase the constipating activities of Ramosetron.,APRD00158,Ramosetron,DB09290
Acebutolol may increase the hypoglycemic activities of Metahexamide.,APRD00772,Metahexamide,DB13675
The serum concentration of Brinzolamide can be increased when it is combined with Dasatinib.,APRD00475,Dasatinib,DB01254
Flecainide may increase the QTc-prolonging activities of Delamanid.,APRD00129,Delamanid,DB11637
The serum concentration of Estramustine can be increased when it is combined with Dasatinib.,APRD00625,Dasatinib,DB01254
Trimethoprim may increase the hyperkalemic activities of Captopril.,APRD00164,Trimethoprim,DB00440
The serum concentration of Zopiclone can be increased when it is combined with Dasatinib.,APRD00356,Dasatinib,DB01254
The risk or severity of adverse effects can be increased when Tubocurarine is combined with Nicomorphine.,APRD00176,Nicomorphine,DB13454
The serum concentration of Bromocriptine can be increased when it is combined with Dasatinib.,APRD00622,Dasatinib,DB01254
The metabolism of Barbexaclone can be increased when combined with Rifapentine.,APRD01217,Barbexaclone,DB09001
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Levetiracetam.,APRD01068,Doxylamine,DB00366
Nadolol may increase the hypoglycemic activities of Metahexamide.,APRD00301,Metahexamide,DB13675
The serum concentration of Mitoxantrone can be increased when it is combined with Teriflunomide.,APRD00371,Teriflunomide,DB08880
Flumazenil may decrease the sedative activities of Tasimelteon.,APRD00974,Tasimelteon,DB09071
The serum concentration of Rilpivirine can be increased when it is combined with Lomustine.,APRD00292,Rilpivirine,DB08864
Ridogrel may increase the antiplatelet activities of Relcovaptan.,APRD00271,Relcovaptan,DB13929
Sparfloxacin may increase the QTc-prolonging activities of Delamanid.,APRD01231,Delamanid,DB11637
Dezocine may increase the constipating activities of Ramosetron.,APRD00912,Ramosetron,DB09290
Levobunolol may increase the hypoglycemic activities of Metahexamide.,APRD00165,Metahexamide,DB13675
Clarithromycin may increase the QTc-prolonging activities of Delamanid.,APRD00181,Delamanid,DB11637
The serum concentration of Ceftriaxone can be increased when it is combined with Probenecid.,APRD00395,Probenecid,DB01032
The serum concentration of the active metabolites of Artesunate can be reduced when Artesunate is used in combination with Fomepizole resulting in a loss in efficacy.,APRD00985,Artesunate,DB09274
Metipranolol may increase the hypoglycemic activities of Metahexamide.,APRD00668,Metahexamide,DB13675
The serum concentration of Estazolam can be increased when it is combined with Dasatinib.,APRD00955,Dasatinib,DB01254
The serum concentration of Finasteride can be increased when it is combined with Dasatinib.,DB07774,Dasatinib,DB01254
The serum concentration of Rilpivirine can be increased when it is combined with Anastrozole.,APRD00016,Rilpivirine,DB08864
The serum concentration of Halofantrine can be increased when it is combined with Dasatinib.,APRD00419,Dasatinib,DB01254
The serum concentration of Dantrolene can be increased when it is combined with Dasatinib.,APRD00901,Dasatinib,DB01254
The metabolism of Barbexaclone can be increased when combined with Rifaximin.,APRD01218,Barbexaclone,DB09001
The serum concentration of Ketamine can be increased when it is combined with Dasatinib.,APRD00493,Dasatinib,DB01254
The serum concentration of Budesonide can be increased when it is combined with Dasatinib.,APRD00442,Dasatinib,DB01254
The serum concentration of Aminophylline can be increased when it is combined with Dasatinib.,APRD00329,Dasatinib,DB01254
The serum concentration of Quetiapine can be increased when it is combined with Dasatinib.,APRD00675,Dasatinib,DB01254
The risk or severity of adverse effects can be increased when Enoxaparin is combined with Azficel-T.,APRD00068,Azficel-T,DB11051
Vancomycin may increase the neuromuscular blocking activities of Mivacurium.,APRD01119,Vancomycin,DB00512
Levomethadyl Acetate may increase the constipating activities of Ramosetron.,APRD00745,Ramosetron,DB09290
The serum concentration of Encainide can be decreased when it is combined with Peginterferon alfa-2b.,APRD00613,Peginterferon alfa-2b,DB00022
The serum concentration of Paclitaxel can be increased when it is combined with Dasatinib.,DB05526,Dasatinib,DB01254
Saquinavir may increase the QTc-prolonging activities of Delamanid.,APRD00623,Delamanid,DB11637
The risk or severity of adverse effects can be increased when Metoclopramide is combined with Epibatidine.,APRD00665,Epibatidine,DB07720
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Dexamethasone.,APRD00674,Corticorelin ovine triflutate,DB09067
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Levodopa.,EXPT01107,Doxylamine,DB00366
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Sevoflurane.,APRD00219,Doxylamine,DB00366
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Bromodiphenhydramine.",APRD00710,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The serum concentration of Aripiprazole can be increased when it is combined with Dasatinib.,APRD00638,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Chlorprothixene.,APRD00718,Doxylamine,DB00366
The serum concentration of Epoprostenol can be decreased when it is combined with Apalutamide.,APRD00949,Apalutamide,DB11901
The serum concentration of Gemfibrozil can be increased when it is combined with Dasatinib.,APRD00293,Dasatinib,DB01254
The serum concentration of Clomipramine can be increased when it is combined with Dasatinib.,DB07600,Dasatinib,DB01254
The therapeutic efficacy of Chloroxine can be increased when used in combination with Menthol.,APRD00866,Menthol,DB00825
Bepridil may increase the QTc-prolonging activities of Delamanid.,APRD00727,Delamanid,DB11637
The risk or severity of adverse effects can be increased when Decamethonium is combined with Epibatidine.,APRD00696,Epibatidine,DB07720
Alimemazine may increase the hypotensive activities of Nicomorphine.,APRD00258,Nicomorphine,DB13454
Isocarboxazid may increase the hypertensive activities of Norepinephrine.,APRD00701,Norepinephrine,DB00368
The serum concentration of Docetaxel can be increased when it is combined with Dasatinib.,APRD00932,Dasatinib,DB01254
The risk of a hypersensitivity reaction to Iodixanol is increased when it is combined with Aldesleukin.,DB01249,Aldesleukin,DB00041
The risk or severity of adverse effects can be increased when Olsalazine is combined with Pitolisant.,DB01250,Pitolisant,DB11642
The serum concentration of Gliquidone can be increased when it is combined with Voriconazole.,DB01251,Voriconazole,DB00582
Mitiglinide may increase the hypoglycemic activities of Insulin Glulisine.,DB01252,Insulin Glulisine,DB01309
The serum concentration of Ergonovine can be increased when it is combined with Dasatinib.,DB01253,Dasatinib,DB01254
The serum concentration of Avatrombopag can be increased when it is combined with Dasatinib.,DB01254,Avatrombopag,DB11995
Iprindole may increase the stimulatory activities of Lisdexamfetamine.,DB01255,Iprindole,DB13496
The serum concentration of Retapamulin can be increased when it is combined with Dasatinib.,DB01256,Dasatinib,DB01254
Trastuzumab may increase the neutropenic activities of Eculizumab.,DB01257,Trastuzumab,DB00072
The serum concentration of Lapatinib can be increased when it is combined with Dasatinib.,DB02584,Dasatinib,DB01254
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Desonide.,DB01260,Corticorelin ovine triflutate,DB09067
The serum concentration of Sitagliptin can be increased when it is combined with Dasatinib.,DB07214,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Decitabine.,DB01262,Cyclophosphamide,DB00531
Posaconazole may increase the QTc-prolonging activities of Delamanid.,DB01263,Delamanid,DB11637
Darunavir may increase the QTc-prolonging activities of Delamanid.,EXPT00002,Delamanid,DB11637
The risk or severity of adverse effects can be increased when Peginterferon alfa-2b is combined with Telbivudine.,DB01265,Peginterferon alfa-2b,DB00022
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Paliperidone.,DB01267,Doxylamine,DB00366
The serum concentration of Sunitinib can be increased when it is combined with Dasatinib.,DB07417,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Panitumumab.,DB01269,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Ranibizumab.,DB01270,Cyclophosphamide,DB00531
Varenicline may decrease the anticholinergic activities of Cimetropium.,DB01273,Cimetropium,DB09271
The metabolism of Arformoterol can be decreased when combined with Nicotine.,DB01274,Nicotine,DB00184
Yohimbine may decrease the antihypertensive activities of Hydralazine.,DB01275,Yohimbine,DB01392
Trolamine salicylate may increase the hypoglycemic activities of Exenatide.,DB01276,Trolamine salicylate,DB11079
Trolamine salicylate may increase the hypoglycemic activities of Mecasermin.,DB01277,Trolamine salicylate,DB11079
