drugbank-id,form,route,strength
DB13583,Ointment,Topical,
DB13595,Tablet,Oral,
DB13620,Tablet,Oral,50 mg
DB13707,Liquid,Oral,5.6 g
DB13746,Aerosol,Topical,
DB13747,Lotion,Topical,.1 mg/mL
DB13749,Tablet,Oral,
DB13751,Lozenge,Oral,
DB13761,Tablet,Oral,500 mg
DB13800,Liquid,Intramuscular; Intravenous; Subcutaneous,
DB13813,Strip,Topical,5 %
DB13853,Tablet,Oral,12.5 mg
DB13854,Liquid,Oral,
DB13873,Tablet,Oral,35 mg/1
DB13874,"Tablet, film coated",Oral,50 mg/1
DB13878,"Tablet, film coated",Oral,
DB13879,"Tablet, film coated",Oral,
DB13881,"Injection, suspension",Intravenous,60000000 1/1
DB13882,Ointment,Topical,
DB13883,"Injection, powder, for solution",Intravenous,250 [arb'U]/10mL
DB13884,"Kit; powder, for solution",Intravenous,250 unit
DB13885,Solution,Topical,1 g/g
DB13886,Liquid,Intravenous,50 mg
DB10074,"Kit; powder, for solution",Intramuscular,
DB13888,"Kit; powder, for solution",Intramuscular,
DB13889,"Kit; powder, for solution",Intramuscular,
DB13890,"Kit; powder, for solution",Intramuscular,
DB13891,"Injection, powder, lyophilized, for solution",Intravenous,
DB13892,"Injection, powder, lyophilized, for solution",Intravenous,
DB13893,"Injection, powder, lyophilized, for solution",Intravenous,
DB13894,"Injection, powder, lyophilized, for solution",Intravenous,
DB13895,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB13896,"Injection, suspension",Intralesional,100000000 [PFU]/mL
DB13897,Liquid,Intravenous,
DB13898,Liquid,Intravenous,
DB13899,Liquid,Intravenous,
DB13900,Liquid,Intravenous,
DB13901,Liquid,Intravenous,
DB13902,Liquid,Intravenous,
DB13903,Liquid,Intravenous,
DB13904,"Injection, solution",Percutaneous; Subcutaneous,10000 [BAU]/mL
DB13905,"Injection, powder, lyophilized, for solution",Intravenous,24 mg/mL
DB13906,Stick,Topical,2.62 g/35g
DB13907,"Injection, solution",Percutaneous; Subcutaneous,
DB13908,Lozenge,Oral,0.6 mg
DB13909,Tablet,Oral,400 mg
DB13910,Suppository,Rectal,135 mg
DB13911,Tablet,Dental,5 mg
DB13913,Suppository,Rectal,
DB13915,Suspension,Intravenous,2000000 1/68mL
DB13923,"Injection, solution",Subcutaneous,30 mg/mL
DB13924,Kit,,
DB13925,Kit,Intravenous,
DB13928,Solution,Subcutaneous,1.34 mg
DB13931,Solution / drops,Ophthalmic; Topical,.285 mg/mL
DB13932,Kit,,
DB13933,"Powder, for solution",Intravenous,500 unit
DBSALT001298,Injection,Intramuscular,200 mg/mL
DB13945,"Injection, solution",Intramuscular,200 mg/mL
DBSALT001033,Capsule,Oral,40 mg
DBSALT002571,Liquid,Intramuscular,
DB13949,"Tablet, coated",Oral,210 mg/1
DBSALT000065,Ring,Vaginal,.1 mg/24[USP'U]
DBSALT000066,Liquid,Intramuscular,
DBSALT000067,Injection,Intramuscular,5 mg/mL
DBSALT002570,Liquid,Intramuscular,
DBSALT000068,Liquid,Intramuscular,20 mg
DB13959,Emulsion,Intravenous,
DB13960,Soap,Topical,
DB13961,"Capsule, gelatin coated",Oral,
DB13962,Solution,Intravenous,
DB13964,Soap,Topical,2 %
DB13965,Solution,Intramuscular,100 %
DB13966,Liquid,Topical,
DB13967,Solution,Intravenous; Subcutaneous,50 mg
DB13968,Liquid,Intravenous,5 g
DB13969,Cloth,,
DB13970,Cloth,,
DB13971,Capsule,Oral,
DB13972,Solution,Intravenous,
DB13973,Solution,Intravenous,100000000 unit
DB13974,Tablet,Oral,
DB13975,Capsule,Oral,75.00 mg
DB13977,Spray,Topical,.08 g/80mL
DB13985,Injection,Intravenous,10 mCi/mL
DB13987,Gel,Dental,
DBSALT001314,Solution,Intravenous,5.44 mg/mL
DBSALT001426,Injection,Intravenous,
DBSALT002411,Kit,,
DBSALT002412,"Powder, for solution",Intravenous,500 unit
DBSALT001494,Capsule,Oral,
DBSALT001457,Capsule,Oral,400 unit
DB14003,Powder,Oral,
DBSALT001568,"Capsule, gelatin coated",Oral,180 mg/1
DBSALT001576,Tablet,Oral,
DB14007,"Injection, solution, concentrate",Intravenous; Respiratory (inhalation),1000 mg/5mL
DB14012,Injection,Subcutaneous,30 mg/mL
DB14015,Solution,Intravenous,
DB14016,Liquid,Oral,
DB14018,Capsule,Oral,50 mg
DBSALT000856,"Granule, for suspension",Oral,
DB14037,Cream,Topical,
DB14046,Solution / drops,Auricular (otic),
DB14054,Cream,Topical,
DB14074,Liquid,Topical,2.1 g/30mL
DB14077,Tablet,Vaginal,5 mg/1
DB14079,Liquid,Oral,5 g/50mL
DB14080,Capsule,Oral,
DB14081,Cream,Topical,
DB14082,"Injection, powder, lyophilized, for solution",Intravenous,1 mg/1
DB14086,Powder,Oral,.45 g/100g
DB14087,"Injection, solution",Intravenous,50 mg/mL
DB14089,"Injection, powder, lyophilized, for solution",Intravenous,1.1 mg/1
DB14090,Tablet,Oral,
DB14092,Injection,Intramuscular,1 mg/mL
DB14093,Pellet,Oral,
DB14098,"Tablet, chewable",Oral,
DB14100,Implant,Intra-articular,
DB14102,Lipstick,Topical,.31 g/3.5g
DB14103,Injection,Intramuscular,
DB14104,Pill,Oral,
DB14106,"Injection, powder, lyophilized, for solution",Intravenous,1.5 mg/1
DB14108,Cream,Topical,1 g/100mL
DB14110,Oil,Cutaneous; Extracorporeal; Topical; Vaginal,48 g/240mL
DB14112,Injection,Intravenous,1 [iU]/mL
DB14114,"Injection, powder, lyophilized, for solution",Intravenous,24 mg/mL
DB14115,"Injection, powder, lyophilized, for solution",Intravenous,50 mg/mL
DB14116,Tablet,Oral,
DB14119,Liquid,Topical,
DB14121,"Tablet, chewable",Oral,.086 g/100g
DB14124,Oil,Topical,15 g/150mL
DB14128,Shampoo,Topical,
DB14130,Spray,Topical,
DB14131,Patch,Topical,
DB14134,Lipstick,Topical,.28 g/3.5g
DB14135,Liquid,Oral,3 g/100mL
DB14136,Liquid,Topical,
DB14138,"Paste, dentifrice",Dental,6.11 g/100g
DB14139,Liquid,Topical,
DB14140,Lotion,Topical,3 g/100mL
DB14141,Liquid,Topical,1.6 g/100g
DB14144,Liquid,Topical,.01 mg/mL
DB14145,Lotion,Topical,
DB14149,Lotion,Topical,.45 mg/mL
DB14151,Powder,Oral,
DB14152,Soap,Topical,.7 g/100g
DB14154,Patch,Topical,
DB14156,Gel,Topical,
DB14157,Cream,Topical,
DB14158,Cream,Topical,
DB14161,Cream,Topical,.06 g/30mL
DB14162,"Injection, solution",Percutaneous,.1 mg/mL
DB14163,Liquid,Intradermal,1000 unit
DB14164,"Injection, solution",Subcutaneous,
DB14165,"Injection, solution",Percutaneous,.01 g/mL
DB14166,"Injection, solution",Percutaneous; Subcutaneous,
DB14167,Capsule,Oral,500 mg
DB14168,"Injection, solution",Subcutaneous,.1 g/mL
DB14169,"Injection, solution",Subcutaneous,
DB14170,"Injection, solution",Subcutaneous,
DB14171,"Injection, solution",Percutaneous; Subcutaneous,
DB14173,Liquid,Topical,
DBSALT001351,"Injection, suspension, extended release",Intramuscular,882 mg/3.2mL
