coder,drugbank-id,language,synonym
,DB10879,,tall oat grass pollen extract
,DB10880,,horse hair extract
,DB10882,,bitternut hickory pollen extract
,DB10883,,pignut hickory pollen extract
,DB10884,,Millet extract
,DB10887,,pin oak pollen extract
,DB10888,,post oak pollen extract
,DB10889,,Garrys oak pollen extract
,DB10649,,Allergenic extract- pumpkin cucurbita pepo
,DB10893,,parakeet feather allergenic extract
,DB10894,,lodgepole pine pollen extract
,DB10895,,Scotch pine pollen extract
,DB10896,,pitch pine pollen extract
,DB10897,,cayenne pepper allergenic extract
,DB10898,,European rabbit hair extract
,DB10899,,redwood pollen extract
,DB10900,,bitter dock pollen extract
,DB10901,,pale dock pollen extract
,DB10902,,white (mexican) dock pollen extract
,DB10903,,grain moth extract
,DB10905,,safflower seed allergenic extract
,DB10908,,maple leaf sycamore pollen extract
,DB10909,,coast sage pollen extract
,DB10910,,sunflower pollen extract
,DB10911,,blue beech pollen extract
,DB10912,,blue spruce pollen extract
,DB10913,,tapioca starch allergenic extract
,DB10914,,tamarack pollen extract
,DB10916,,western black willow pollen extract
,DB10921,,Indian wormwood sage pollen extract
,DB10922,,jack pine pollen extract
,DB10923,,red pine pollen extract
,DB10924,,Austrian pine pollen extract
,DB10925,,Japanese black pine pollen extract
,DB10726,,white hickory pollen extract
,DB10477,,rough marshelder pollen extract
,DB10367,,Kochia scoparia pollen
,DB10476,,Iva xanthifolia pollen
,DB10933,,Curvularia extract
,DB10934,,Fusarium extract
,DB10935,,Monilia sitophila extract
,DB10936,,Phoma extract
,DB10937,,wheat rust extract
,DB10941,,fivehorn smotherweed pollen extract
,DB10942,,mustard pollen extract
,DB10943,,bottlebrush pollen extract
,DB10945,,silver ragweed pollen extract
,DB10946,,winterfat pollen extract
,DB10947,,canyon ragweed pollen extract
,DB10948,,sandbur ragweed pollen extract
,DB10949,,Standardized june grass pollen
,DB10950,,date palm pollen extract
,DB10952,,California scrub oak pollen extract
,DB10953,,Suaeda nigra pollen
,DB10954,,linden pollen extract
,DB10957,,yellow hornet venom protein
,DB10958,,White faced hornet venom protein
,DB10959,,northern paper wasp venom protein
,DB10961,,cultivated barley pollen extract
,DB10962,,creeping bentgrass pollen extract
,DB10963,,littleseed canary grass pollen extract
,DB10492,,Lolium perenne ssp. multiflorum pollen
,DB10965,,Sorghum bicolor pollen extract
,DB10966,,Sudan grass pollen extract
,DB10967,,broomweed pollen extract
,DB10968,,narrowleaf marshelder pollen extract
,DB10414,,Pyrethrum cinerariifolium
,DB10522,,Cocoa bean
,DB10979,,blue crab preparation
,DB10980,,Barley Malt Syrup
,DB10682,,Salvia officinalis
,DB10684,,Garden thyme
,DB10680,,Peppermint flowering top
,DB10986,,Douglas fir pollen extract
,DB10988,,osage orange pollen extract
,DB10309,,"Hepatitis A vaccine, inactivated"
,DB10990,,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine"
,DB10991,,"Bordetella pertussis toxoid vaccine, inactivated"
,DB10998,,influenza A virus A/Brisbane/10/2010 (H1N1) antigen
,DB06648,,Bacillus anthracis strain V770-NP1-R filtrate antigen
,DB11005,,Chinese elm pollen extract
,DB10854,,Quahog
,DB10524,,codfish allergenic extract
,DB10565,,salmon preparation
,DB11026,,black imported fire ant allergenic extract
,DB11027,,red paper wasp venom protein
,DB11028,,common paper wasp venom protein
,DB11029,,Metricus paper wasp venom protein
,DB11030,,German wasp venom protein
,DB11031,,western yellow jacket venom protein
,DB10960,,Yellow jacket venom protein
,DB11034,,influenza A virus A/Bolivia/559/2013 (H1N1) antigen
,DB11050,,Typhoid Vaccine Live Ty21a
,DB05348,,Autologous cultured fibroblasts
,DB11056,,Tin dichloride
,DB11057,,White Mineral Oil
,DB09520,,Yellow soft paraffin
,DB11059,,Thylose
,DB11060,,"Polyvinyl alcohol, unspecified"
,DB11061,,Povidonum
,DB11063,,Tween 80
,DB11065,,Porcine pancreas alpha-amylase
,DB11066,,"Protease, pancreatic"
,DB11072,,Hydrogenfluorid
,DB05748,,1-hexadecylpyridinium
,DB11075,,Hypromelloses
,DB11081,,Aluminium chloride
,DB11082,,"Tar, coal"
,DB11085,,Resorzin
,DB11086,,Theobroma oil
,DB09521,,Pyrethrins
,DB11089,,doxinate
,DB11092,,Tin(II) fluoride
,DB11093,,tricalcium citrate
,DB11094,,"Vitamin D, unspecified form"
,DB11095,,Hirudin desirudin
,DB11096,,Menthyl-O-aminobenzoate
,DB11097,,Psyllium husk
,DB11098,,Potassium hydrogen carbonate
,DB11100,,"N-(2,5-Dioxo-4-imidazolidinyl)urea"
,DB11102,,N-acetyltyrosin
,DB11104,,Sulphur hexafluoride
,DB11107,,potassium hydrogen tartrate
,DB11110,,Trimagnesium dicitrate
,DB11112,,"Wool wax, refined"
,DB11113,,Uluchula skoki oil
,DB11115,,phenylbenzimidazole sulfonic acid
,DB11120,,Turpentine gum
,DB11121,,PCMX
,DB11123,,Hypochlorit
,DB11126,,"D-gluconic acid, calcium salt (2:1)"
,DB11127,,Selenous acid
,DB11129,,Urea hydrogen peroxide
,DB11130,,Papaver somniferum resin
,DB11131,,Oleoresins of capsicum
,DB11132,,Siliziumdioxid
,DB11133,,ω-3 fatty acids
,DB11134,,Cuprum oxydatum nigrum
,DB11135,,"Selenium, elemental"
,DB11140,,Chromium-51
,DB11141,,Manganese(II) gluconate
,DB11145,,Phenopyridine
,DB11148,,Butyl aminobenzoate
,DB11151,,white caustic
,DB11155,,"N-(4-chlorophenyl)-N'-(3,4-dichlorophenyl)urea"
,DB11156,,Pyrantelum
,DB11157,,Dithranol
,DB11160,,Phenyltoloxaminum
,DB11161,,PEG-6
,DB11166,,"Antithrombin III,recombinant"
,DB11168,,"Threonine, calcium salt"
,DB11182,,"4,5,6,7-tetrachloro-2',4',5',7'-tetraiodofluorescein"
,DB11183,,Wool Brilliant Green SF
,DB11185,,Sulfisobenzone
,DB11186,,Carbetapentane
,DB11190,,Pantomin
,DB11191,,Vitamin B12 coenzyme
,DB11197,,Ferrous cysteine glycinate chelate (1:2:1)
,DB11198,,Peppermint volatile oil
,DB11200,,Aluminum zirconium octachlorohydrex glycine complex
,DB11201,,"Menthyl salicylate, (+/-)-"
,DB11202,,N-alkyl ethylbenzyl dimethyl ammonium (C12-C14) cation
,DB11204,,Panthenolum
,DB11205,,Dialuminum tetrahydroxychloro allantoinate
,DB11206,,BEMT
,DB11207,,Isoamyl-p-methoxycinnamate
,DB11217,,p-hydroxyphenyl β-D-glucoside
,DB11218,,ti tree oil
,DB11219,,Methyl benzylidene camphor
,DB11220,,Octacosyl alcohol
,DB11221,,"2,2'-Dihydroxy-4-methoxybenzophenone"
,DB11222,,Gum sumatra
,DB11228,,Metilcelulosa
,DB11229,,Padimate
,DB11230,,Magnesium aluminum silicate hydrate
,DB11234,,Chitosan medium molecular weight (200-800 mpa.s)
,DB11235,,neohetramine
,DB11238,,Borago officinalis
,DB11239,,Dialuminum trisulfate
,DB11242,,Gelatine
,DBSALT001566,,Stearoylglycerol
,DB11251,,Tocopherols
,DB11254,,4-hexylresorcinol
,DB11255,,Chromium(III) picolinate
,DB11256,,"N-[4-[[[(6S)-2-Amino-3,4,5,6,7,8-hexahydro-5-methyl-4-oxo-6-pteridinyl]methyl]amino]benzoyl]-L-glutamic acid"
,DB11259,,Salinigricoflavonol
,DB11261,,Atractylodes lancea root extract
,DB11262,,MBBT
,DB11263,,resveratrol-3-O-b-mono-D-glucoside
,DBSALT002553,,β-glycerophosphoric acid calcium salt
,DB11265,,Temu lawak oil
,DB11266,,bay salt
,DB11267,,Triethoxyoctylsilane
,DB11268,,Rancinamycin IV
,DB11269,,Hexyl 2-(4-(diethylamino)-2-hydroxybenzoyl)benzoate
,DB11271,,Dimethicodiethylbenzalmalonate
,DB11273,,"9,10-dihydroergocornine"
,DB11274,,α-dihydroergocryptine
,DB11275,,Epicryptine
,DB11278,,N-methylephedrine DL-form
,DB11279,,Brilliant green(1+)
,DB11282,,"N,N-diethyl-m-toluamide"
,DBSALT001574,,l-α-dimyristoylphosphatidylcholine
,DBSALT001575,,DMPG
,DB11286,,"Oatmeal,colloidal"
,DB11296,,Tripeptide-1
,DB11299,,Butyl vanillyl ether
,DB11300,,"Thrombin, Topical (Bovine)"
,DB11304,,Phenylmonoglycol ether
,DB11305,,Quaternium-18
,DB11311,,Human coagulation factor II
,DB11312,,Protein C human
,DB11315,,Methylscopolamine
,DB11321,,Oleum morrhuae
,DB11323,,Ethylene glycol salicylate
,DB11324,,Vanillyl-N-nonylamide
,DB11326,,orthoboric acid
,DB11327,,Pyrithione disulphide
,DB11328,,Tetradecyl hydrogen sulfate
,DB14047,,Prothrombin complex concentrate (human)
,DB14095,,"POPG, R-"
,DB11333,,Vepoloxamer
,DB11337,,trans-Zeatin
,DB11338,,Syzygium aromaticum oil
,DB11341,,ammonium bituminosulphonate
,DB11342,,Aluminium oxide
,DB11344,,D-menthol
,DB11345,,l-camphor
,DB11053,,"Phosphoric acid, calcium salt"
,DB11357,,flaxseed oil
,DB11358,,Primrose oil
,DB11359,,Pyroguaiac acid
,DB11361,,White birch oil
,DB11363,,"9-ethyl-6,6-dimethyl-8-[4-(morpholin-4-yl)piperidin-1-yl]-11-oxo-6,11-dihydro-5H-benzo[b]carbazole-3-carbonitrile"
,DB11365,,Sennosides
,DB11366,,Linomide
,DB11368,,p-Chlorophenyl monoglycol ether
,DB11376,,Stresnil
,DB11386,,Chloretone
,DB11403,,Emodepsidum
,DB07980,,IMD
,DB11431,,Moxidectinum
,DB11446,,OFDZ
,DB11451,,Peg/ppg-24/34 triblock copolymer
,DB11454,,Prostaleno
,DB11455,,Robenacoxibum
,DB11457,,Tubatoxin
,DB11460,,Supraene
,DB11471,,TMS
,DB11477,,Xylazinum
,DB11482,,Toluifera pereirae wood oil
,DB11490,,Nalorphinum
,DB11512,,"N,N'''-[(1R,2R,3S,4R,5R,6S)-4-({5-deoxy-2-O-[2-deoxy-2-(methylamino)-α-L-glucopyranosyl]-3-C-(hydroxymethyl)-α-L-lyxofuranosyl}oxy)-2,5,6-trihydroxycyclohexane-1,3-diyl]diguanidine"
,DB11526,,AB1010
,DB11560,,"{[5-bromo-4-(4-cyclopropylnaphthalen-1-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetic acid"
,DB11561,,aminoacridinum
,DB11562,,d-Bicuculline
,DB11563,,SBC-102
,DB11570,,Padimate-O
,DB11571,,Thrombin Human Plasma-derived
,DB11572,,Thrombin (synthetic human)
,DB11573,,Aluminium chlorohydrate
,DB11575,,Grazoprevir anhydrous
,DB11577,,Saxon blue
,DB11578,,Sus scrofa subcutaneous fat
,DB11579,,Paraffinum Perliquidum
,DB11581,,"4-{4-[(4'-chloro-5,5-dimethyl[3,4,5,6-tetrahydro[1,1'-biphenyl]]-2-yl)methyl]piperazin-1-yl}-N-(3-nitro-4-{[(oxan-4-yl)methyl]amino}benzene-1-sulfonyl)-2-[(1H-pyrrolo[2,3-b]pyridin-5-yl)oxy]benzamide"
,DB11582,,Thiocolchicine 2-glucoside analog
,DB11583,,Cetalkonium ion
,DB11585,,Silatrizole
,DB11587,,alpha-(1-(ethylmethylamino)ethyl)benzyl alcohol
,DB11588,,CO
,DB11589,,Neon
,DB11590,,Tiomersal
,DB11593,,N-carboxyanthranilic anhydride
,DB11594,,Phenododecinium
,DB11596,,"N-[4-({[(6S)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)benzoyl]-L-glutamic acid"
,DB11597,,Rho(D) immune globulin IM human
,DB11598,,Heparin cofactor B
,DB11599,,Zea mays starch
,DB11600,,Yellow wax
,DB11601,,Tuberculinum
,DB11602,,hydroxyethylcellulose
,DB11603,,Rabies immunoglobulins
,DB11604,,Tetanus immunoglobulin
,DB11605,,Myrrha (commiphora myrrha)
,DB11606,,Porcine recombinant factor VIII B-domain truncated
,DB11607,,Coagulation factor VIII recombinant immunoglubulin g1 fusion protein
,DB11608,,"Recombinant human coagulation factor IX, FC Fusion protein"
,DB11609,,Isomethadone I
,DB11610,,p-hydroxyephedrine
,DB11613,,"methyl {(2S)-1-[(2S,5S)-2-(9-{2-[(2S,4S)-1-{(2R)-2-[(methoxycarbonyl)amino]-2-phenylacetyl}-4-(methoxymethyl)pyrrolidin-2-yl]-1H-imidazol-4-yl}-1,11-dihydro[2]benzopyrano[4',3':6,7]naphtho[1,2-d]imidazol-2-yl)-5-methylpyrrolidin-1-yl]-3-methyl-1-oxobutan-2-yl}carbamate"
,DB11616,,THP-Doxorubicin
,DB11617,,Aclacinomycin A
,DB11618,,"Benzoic acid hydrazide, 3-hydrazone with daunorubicin"
,DB11619,,Ethylnorgestrienone
,DB11620,,Neridronate
,DB11621,,VZV immune globulin
,DB11622,,Dehydrocholate
,DB11623,,Candoxatrilate
,DB11625,,PERFLENAPENT
,DB11626,,"Tumor necrosis factor, soluble form, nonglycosylated"
,DB10993,,Hepatitis-B surface antigen
,DB11630,,meso-tetrahydroxyphenylchlorin
,DB11631,,RH-polypeptide-52
,DB11633,,isavuconazolum
,DB11634,,COLESTILAN CHLORIDE
,DB11635,,TPGS
,DB11638,,Dihydroartemisinin
,DB11639,,rhBMP-2
,DB11641,,Vinfluninum
,DB11643,,Choleragenoid
,DB11644,,tafamidisum
,DB11661,,"Activated Recombinant Human Factor VII, Long Acting"
,DB11664,,Psilocybin
,DB11667,,CNDAC
,DB11668,,Chrysalin
,DB11674,,S-equol
,DB11678,,OVASTAT
,DB11688,,Sarmustine
,DB11695,,L-Carnosine
,DB11702,,Antineoplaston A 10
,DB11709,,Argireline
,DB11711,,Navarixin anhydrous
,DB11721,,MSDC-0160
,DB11725,,Dimebon
,DB11727,,"Endostatin, N-terminal-MGGSHHHHH"
,DB12315,,Denintuzumab mafodotin
,DB11735,,D(+)-Galactose
,DB11737,,BPI-2009
,DB11738,,HYPERIUM
,DB11749,,L-PZQ
,DB05378,,Rifomycin SV
,DB11755,,THCV
,DB11756,,LY2062430
,DB11767,,SAR153191
,DB11768,,DMPA
,DB11771,,Ticilimumab
,DB11777,,CD-NP
,DB11788,,NPY
,DB13922,,Berzosertib
,DB11815,,Targinine
,DB11823,,S-ketamine
,DB11824,,Tofogliflozin anhydrous
,DB11831,,"1-chloro-2,4-dinitrobenzene"
,DB09503,,Indium In-111 pentetreotide
,DB11840,,MK-0646
,DB11842,,isoleucine5-angiotensin II
,DB11848,,Juvidex
,DB05658,,Vivagel
,DB11858,,"S-{(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl}-L-cysteinylglycine"
,DB11869,,AMDRAY
,DB11875,,Diindolylmethane
,DB11876,,alanylglutamine
,DB11880,,DACA
,DB11882,,Bepecin
,DB11895,,Lenomorelin
,DB11898,,Thiazolidinedione
,DB11916,,Indium (111 In)
,DB11919,,O6-benzylguanine
,DB11933,,IPA
,DB11941,,LY573636
,DB11944,,IMIDAZOLYL ETHANAMIDE PENTANDIOIC ACID
,DB11955,,Juvista
,DB11960,,CAI
,DB11963,,Dacomitinib anhydrous
,DB11972,,AMG 102
,DB05007,,TESEVATINIB
,DB11980,,D&C black no. 2
,DB11988,,Ocrelizumab (genetical recombination)
,DB05517,,Voreloxin
,DB12001,,LY2835219
,DB12003,,Thymosin beta 4
,DB12007,,Isoflavon
,DB12016,,ACT-128800
,DB12022,,EVATANEPAG
,DB12028,,BROMODEOXYURIDINE
,DB12031,,Eudragit RL PO
,DB12040,,Liquid bandage
,DB12048,,Volitinib
,DB12078,,Ostarine
,DB12098,,(S)-Baclofen
,DB12110,,MCPP
,DB12111,,CPP
,DB12116,,Epigallocatechin gallate
,DB12117,,DDP
,DB12131,,ETHYL APOVINCAMIN-22-OATE
,DB12152,,GS-6624
,DB12173,,DIPHENYLCYCLOPROPENONE
,DB05781,,Tricaprylyl glycerol
,DB12182,,Interleukin-4 (human; nonglycosylated)
,DB12187,,Prurisol
,DB12208,,Monofer
,DB12216,,5-methoxypsoralen
,DB12223,,Squaric acid dibutylester
,DB12224,,Procysteine
,DB12226,,TETRA-O-METHYL NORDIHYDROGUAIARETIC ACID
,DB12227,,Betalutin
,DB12231,,Diphos
,DB12243,,phenylmethylpyrazolone
,DB12249,,Pineapple stem bromelain
,DB12252,,LLDT-8
,DB12266,,BMS-753493
,DB12274,,BIIB037
,DB12276,,"tetraisopropyl 2-(3,5-di-tert-butyl-4-hydroxyphenyl)ethyl-1,1-biphosphonate"
,DB12277,,Polyhexamethylene biguanide
,DB12281,,ACE-536
,DB12300,,PNB
,DB12308,,Pregnanolone
,DB12310,,Cabaletta
,DB12316,,RETINOID 9CUAB30
,DB12319,,"3,5-dibromo-4-hydroxyphenyl-2-ethyl-3-benzofuranyl ketone"
,DB12326,,HOCENA
,DB12328,,Kantharidin
,DB12333,,SPA-S-843
,DB12337,,ASC
,DB12348,,ATT
,DB12349,,rhApo2L/TRAIL
,DB12351,,Sygen
,DB12356,,Anti-IL-20
,DB12358,,N-butyl-2-cyanoacrylate
,DB12362,,DAPT
,DB06601,,"N-(5-chloropyridin-2-yl)-2-[[4-(N,N-dimethylcarbamimidoyl)benzoyl]amino]-5-methoxybenzamide"
,DB12366,,Vestronidase alfa-vjbk
,DB12374,,Rhlaman
,DB12377,,Relebactam anhydrous
,DB12386,,BCG SSI
,DB12396,,GC1008
,DB12409,,Vatreptacog alfa (activated)
,DB05923,,DIAZEPINOMICIN
,DB12422,,(R)-sulforaphane
,DB12425,,Liothyronine I 131
,DB12431,,Multipotential colony-stimulating factor
,DB12434,,STB
,DB12442,,17-DMAG
,DB12444,,N-ethyl-l-glutamine
,DB12452,,1-Octanol
,DB12455,,Amadacycline
,DB12475,,Nissel
,DB12477,,Oxycyte
,DB05910,,beta-betulinic acid
,DB12481,,Ba
,DB12489,,IMGN853
,DB12499,,Cortexolone 17alpha-propionate
,DB12506,,PAT
,DB05711,,Atecegatran fexenetil
,DB12514,,Iofolastat (123 I)
,DB12515,,Aminocamptothecin
,DB12521,,NMP
,DB12529,,Nitrite ion
,DB12532,,Oxetacaine
,DB12534,,CAM-3001
,DB12536,,MANNAC
,DB12559,,Folate-fluorescein conjugate
,DB05921,,ABEXINOSTAT
,DB12566,,Adelatinib
,DB12582,,Bioperine
,DB12593,,EOQUIN
,DB12598,,Nafamostat mesilate
,DB12617,,BREDININ
,DB12618,,Acetovanillone
,DB12619,,4-desacetylpaclitaxel 4-methyl carbonate
,DB12629,,DITPA
,DB12633,,7-methylthiomethylpaclitaxel
,DB12648,,Nona-L-arginine
,DB12650,,(11C)L-deprenyl-D2
,DB12652,,Human endothelin
,DB05922,,Saridegib
,DB12656,,GHRH
,DB12665,,Quercetin-3-O-glucoside
,DB12667,,Prothionamide
,DB12676,,6R-MTHF
,DB12697,,SE-METHYL-SELENO-L-CYSTEINE
,DB05435,,Ibalizumab-uiyk
,DB12728,,Patrol
,DB12737,,OMP-52M51
,DB04937,,TERTOMOTIDE
,DB12749,,3-n-butylphthalide
,DB12750,,Ng-nitro-L-arginine methyl ester
,DB12753,,RCV
,DB12754,,Iodide ion
,DB12765,,MIC
,DB12768,,BCG
,DB12783,,benserazidum
,DB12792,,Endura
,DB12794,,PQP
,DB12797,,KW2871
,DB12803,,DCI
,DB12804,,Batracylin
,DB12809,,MDC
,DB12812,,P529
,DB12813,,Radium-223
,DB12814,,Pegylated human interferon A-2B
,DB05392,,Sonazoid
,DB12827,,D-1MT
,DB12829,,Thioacetazone
,DB12834,,1-(2-methyl-5-nitro-1H-imidazol-1-yl) propan-2­ ol
,DB12839,,rAvPAL-PEG
,DB12840,,Pirnabin
,DB12841,,GGF2
,DB12843,,Oleandrina
,DB12849,,BMS-945429
,DB12856,,ATC
,DB12859,,Ta
,DB12860,,Ac
,DB12865,,Velcalcetide
,DB12872,,Von willebrand factor (recombinant)
,DB12878,,L-4-CL-KYN
,DB12880,,IL-10
,DB12900,,CEP-26401
,DB12905,,SM-153
,DB12907,,D-mannose
,DB12909,,Fibrinoligase
,DB12911,,beta-Butoxyethyl nicotinate
,DB12915,,Xerecept
,DB12921,,Chloroquinoxaline sulfonamide
,DB12931,,Fenobam anhydrous
,DB12938,,Merlin
,DB12940,,"Helium, He-3"
,DB12944,,Phloroglucin
,DB12946,,CPX
,DB12952,,6-alpha-methylprednisone
,DB12956,,OMP-18R5
,DB12957,,FDCYD
,DB12961,,LTB4
,DB12965,,"Silver, colloidal"
,DB12969,,Pinitol
,DB12970,,L(-)-Glucose
,DB12983,,Phthalocyanine
,DB12992,,Zhengguangmycin A6
,DB12993,,Bk
,DB13008,,TBD
,DB13010,,Thioureidobutyronitrile
,DB13021,,123 I Iodometomidate
,DB13030,,FAU
,DB13031,,Nb
,DB13033,,Urocortin II
,DB06380,,MT203
,DB13038,,Triolein
,DB13039,,Aminaphtone
,DB13047,,SB5+
,DB05558,,Mesupron
,DB13071,,COP
,DB13075,,Menaquinone-7
,DB13076,,Yttrium-90
,DB13078,,ISO-Fludelone
,DB13085,,Lumefantrine co-artemether
,DB13087,,CPHPC
,DB13089,,Glycyrrhetic Acid
,DB13097,,1alpha-Hydroxy-24-ethylcholecalciferol
,DB13105,,RVE1
,DB13116,,Tetrafluoroethane
,DB13117,,"1,1,1,3,3-pentafluoropropane"
,DB06009,,Naphthyridinone
,DB13128,,Sonifilan
,DB13131,,Serratiopeptidase
,DB13133,,Von willebrand's factor
,DB13134,,Fluorine-18
,DB05761,,R-salbutamol
,DB13141,,Surfolase
,DB13142,,Glubionate calcium
,DB13143,,"b-ethyl-6-methoxy-a,a-dimethyl-2-naphthalenepropionic acid"
,DB13144,,Lenograstim rDNA
,DB13145,,cis-Diammine(glycolato)platinum(II)
,DB13146,,Fluciclovine F-18
,DB13147,,Pancreatic lipase
,DB13148,,Stuart-prower factor
,DB13149,,Vitamin K-dependent protein S
,DB13150,,Serum prothrombin conversion accelerator
,DB13151,,Factor VIII inhibitor bypassing fraction
,DB13152,,Human coagulation factor IX
,DB13153,,α-(−)-bisabolol
,DB13154,,p-Chlorophenol
,DB13155,,Esculoside
,DB13156,,Methisoprinol
,DB13157,,Sulfoacetic acid dodecyl ester S-sodium salt
,DB13160,,dl-alpha-prodine
,DB13163,,Terpinol hydrate
,DB13166,,Zofenoprilum
,DB13167,,Alclophenac
,DB13168,,ω-6 fatty acids
,DB13169,,Norandrostenolone
,DB06377,,Guanilib
,DB13171,,Monoolein
,DB13173,,Immature tripeptidyl-peptidase I
,DB11196,,myo-inositol
,DB01361,,Troleandomycine
,DB09408,,Maltonic acid
,DB13182,,Isoaurostatin
,DB13183,,Technetium (99mTc) etifenin
,DB13185,,Oxaboloni cipionas
,DB13189,,Porcine calcitonin
,DB13191,,phosphorylcreatine
,DB13192,,Human coagulation factor VIII
,DB13193,,Chaste tree
,DB13195,,Hippocastani semen
,DB13196,,Valerianae radix
,DB13198,,Saccharated pepsin
,DB13203,,Bamifyllinum
,DB13205,,Teclozanum
,DB13207,,L-Arginine L-glutamate
,DB13209,,Bismuthum subnitricum
,DB13211,,Guanoxanum
,DB13217,,Fentiazacum
,DB13227,,Tribenosidum
,DB13231,,Hemicalcium L-lactate
,DB13255,,Propatylnitrate
,DB13257,,iron(II) sulfate
,DB13259,,monochloroethane
,DB13266,,cefatrizinum
,DB13269,,"2,4-dichlorobenzyl alcohol"
,DB13271,,Wood creosote
,DB13281,,Pineapple protease
,DB13293,,Ipsatol
,DB13314,,α-methyl-4-[(2-methyl-2-propenyl)amino]benzeneacetic acid
,DB13323,,triciene
,DB13337,,phenoxypropylpenicillin
,DB13345,,DHEC
,DB13346,,p-Butoxyphenylacetohydroxamic acid
,DB13352,,dimethylethanolamine
,DB13392,,Merbromin
,DB13421,,5-Ethyl-2'-deoxyuridine
,DB13443,,S-atenolol
,DB13456,,Turimycin P3
,DB13488,,Bencyclanum
,DB13503,,Tyrothricinum
,DB13508,,Tobanum
,DB13518,,Norgine
,DB13530,,Mepindololum
,DB13539,,Acidum iodoxamicum
,DB13595,,Magnesium aluminosilicate hydrate
,DB13612,,Carbasalatum calcicum
,DB13620,,potassium D-gluconate
,DB13643,,Triazulenone
,DB13654,,Montmorrillonite
,DB13660,,propicillinum
,DB13667,,cefozopranum
,DB13682,,cefpiromum
,DB13707,,"Tartaric acid, disodium salt"
,DB13711,,Tritoqualinum
,DB13732,,Meglumine antimoniate
,DB13735,,sulfoguaiacolum
,DB13746,,Depalléthrine
,DB13747,,tris(β-hydroxyethyl)amine
,DB13749,,Magnesium gluconicum
,DB13751,,Glycyrrhizin
,DB13761,,Tilactasum
,DB13764,,O-(beta-Hydroxyethyl)rutin
,DB13765,,Sulema
,DB13783,,indomethacin glycolic ester
,DB13800,,Calcium levulinate anhydrous
,DB13813,,triiodomethane
,DB13836,,Metampicillinum
,DB13837,,Doxefazepamum
,DB13838,,Noxytiolinum
,DB13849,,Clofibridum
,DB13851,,Dihydroartemisinin ethyl ether
,DB13853,,Anetholtrithion
,DB13854,,γ-Linolensäure
,DB13858,,Diamthazole
,DB13863,,"keto-D-fructose 1,6-bisphosphate"
,DB13864,,"Hemoglobin A0 (human alpha2 beta2 tetrameric subunit), alpha-chain 99,99'-diamide with (E)-2-butenoic acid"
,DB13866,,etynodiolum
,DB13867,,Fluticasonum
,DB13868,,Adefovirum
,DB13869,,TIMBD
,DB13871,,Rycobendazole
,DB13872,,N-Methyllorazepam
,DB13874,,"2-Methyl-1-(4-(6-(trifluoromethyl)pyridin-2-yl)-6-(2-(trifluoromethyl)pyridin-4-ylamino)-1,3,5-triazin-2-ylamino)propan-2-ol"
,DB13876,,Consonar
,DB05975,,4-iodo-3-nitrobenzamide
,DB13879,,glecaprevirum
,DB13881,,Tisagenlecleucel-T
,DB13882,,"Nicotinic acid, methyl ester"
,DB13883,,North american coral snake antivenin (micrurus fulvius) (equine)
,DB13884,,"Coagulation factor IX (recombinant), albumin fusion protein"
,DB13885,,Monsel's solution
,DB13886,,Cytomegalovirus immunoglobulin
,DB10074,,neisseria meningitidis group W-135 capsular polysaccharide antigen
,DB13888,,Neisseria meningitidis group Y capsular polysaccharide antigen
,DB13889,,Neisseria meningitidis group A capsular polysaccharide antigen
,DB13890,,Neisseria meningitidis group C capsular polysaccharide antigen
,DB13891,,Crotalus scutulatus immune fab antivenin (ovine)
,DB13892,,Crotalus atrox immune fab antivenin (ovine)
,DB13893,,Crotalus adamanteus immune fab antivenin (ovine)
,DB13894,,Agkistrodon piscivorus immune fab antivenin (ovine)
,DB13895,,smooth sumac pollen extract
,DB13896,,T-Vec
,DB13897,,"BOTULINUM NEUROTOXIN E IMMUNE FAB2, EQUINE"
,DB13898,,"BOTULINUM NEUROTOXIN C IMMUNE FAB2, EQUINE"
,DB13899,,"BOTULINUM NEUROTOXIN G IMMUNE FAB2, EQUINE"
,DB13900,,"BOTULINUM NEUROTOXIN A IMMUNE FAB2, EQUINE"
,DB13901,,"BOTULINUM NEUROTOXIN F IMMUNE FAB2, EQUINE"
,DB13902,,"BOTULINUM NEUROTOXIN D IMMUNE FAB2, EQUINE"
,DB13903,,"BOTULINUM NEUROTOXIN B IMMUNE FAB2, EQUINE"
,DB13904,,Felis catus dander
,DB13905,,Scorpion (centruroides) Fab2 immunoglobulin (equine)
,DB13906,,Aloe vera leaf
,DB13907,,Sphaeria zeae
,DB13908,,amylmetacresolum
,DB13909,,Wismutgallathydroxid
,DB13910,,Bismuth dipropylacetate
,DB13911,,Phloxine
,DB13912,,Notomycin A1
,DB13913,,Deadly nightshade
,DB13915,,Autologous T cells transduced with retroviral vector encoding an anti-CD-19 CD28/CD3-zeta chimeric antigen receptor
,DB13916,,Vengicide
,DB13917,,N-methyldopamine
