class,description,direct-parent,drugbank-id,kingdom,subclass,superclass
Steroids and steroid derivatives,This compound belongs to the class of organic compounds known as estrogens and derivatives. These are steroids with a structure containing a 3-hydroxylated estrane.,Estrogens and derivatives,EXPT02741,Organic compounds,Estrane steroids,Lipids and lipid-like molecules
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as l-alpha-amino acids. These are alpha amino acids which have the L-configuration of the alpha-carbon atom.,L-alpha-amino acids,EXPT02735,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Imidazopyrimidines,This compound belongs to the class of organic compounds known as 6-aminopurines. These are purines that carry an amino group at position 6. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.,6-aminopurines,EXPT00545,Organic compounds,Purines and purine derivatives,Organoheterocyclic compounds
Prenol lipids,This compound belongs to the class of organic compounds known as terpene lactones. These are prenol lipids containing a lactone ring.,Terpene lactones,EXPT02596,Organic compounds,Terpene lactones,Lipids and lipid-like molecules
Phenols,This compound belongs to the class of organic compounds known as p-iodophenols. These are iodophenols carrying a iodine at the C4 position of the benzene ring.,P-iodophenols,EXPT01906,Organic compounds,Halophenols,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.,Oligopeptides,EXPT01662,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as dipeptides. These are organic compounds containing a sequence of exactly two alpha-amino acids joined by a peptide bond.,Dipeptides,EXPT00419,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Quinolines and derivatives,This compound belongs to the class of organic compounds known as phenylquinolines. These are heterocyclic compounds containing a quinoline moiety substituted with a phenyl group.,Phenylquinolines,EXPT03147,Organic compounds,Phenylquinolines,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as aniline and substituted anilines. These are organic compounds containing an aminobenzene moiety.,Aniline and substituted anilines,EXPT00575,Organic compounds,Aniline and substituted anilines,Benzenoids
Fatty Acyls,"This compound belongs to the class of organic compounds known as prostaglandins and related compounds. These are unsaturated carboxylic acids consisting of a 20 carbon skeleton that also contains a five member ring, and are based upon the fatty acid arachidonic acid.",Prostaglandins and related compounds,EXPT02441,Organic compounds,Eicosanoids,Lipids and lipid-like molecules
,,,EXPT01670,,,
Piperidines,"This compound belongs to the class of organic compounds known as n-acylpiperidines. These are compounds containing an N-acyethanolamine moiety, which is characterized by an acyl group is linked to the nitrogen atom of a piperidine.",N-acylpiperidines,EXPT00609,Organic compounds,N-acylpiperidines,Organoheterocyclic compounds
Macrolides and analogues,"This compound belongs to the class of organic compounds known as epothilones and analogues. These are macrolides consisting of a 16-member lactone ring conjugated at the carbon 16 with a 1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl group. Some epothilone analogues containing a lactam ring instead of the lactone ring.",Epothilones and analogues,EXPT01349,Organic compounds,Epothilones and analogues,Phenylpropanoids and polyketides
,,,EXPT00438,,,
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as phenylalanine and derivatives. These are compounds containing phenylalanine or a derivative thereof resulting from reaction of phenylalanine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Phenylalanine and derivatives,EXPT01063,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Organooxygen compounds,This compound belongs to the class of organic compounds known as acylaminosugars. These are organic compounds containing a sugar linked to a chain through N-acyl group.,Acylaminosugars,EXPT00851,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Purine nucleosides,This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety.,Purine nucleosides,EXPT02660,Organic compounds,,"Nucleosides, nucleotides, and analogues"
Benzimidazoles,"This compound belongs to the class of organic compounds known as benzimidazoles. These are organic compounds containing a benzene ring fused to an imidazole ring (five member ring containing a nitrogen atom, 4 carbon atoms, and two double bonds).",Benzimidazoles,EXPT00317,Organic compounds,,Organoheterocyclic compounds
Fatty Acyls,This compound belongs to the class of organic compounds known as medium-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.,Medium-chain fatty acids,EXPT02006,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as o-xylenes. These are aromatic compounds that contain a o-xylene moiety, which is a monocyclic benzene carrying exactly two methyl groups at the 1- and 2-positions.",o-Xylenes,EXPT00155,Organic compounds,Xylenes,Benzenoids
Thiophenes,"This compound belongs to the class of organic compounds known as 2,3,5-trisubstituted thiophenes. These are organic compounds containing a thiophene that is trisubstituted at the C-2, C3- and C5-positions.","2,3,5-trisubstituted thiophenes",EXPT00924,Organic compounds,"2,3,5-trisubstituted thiophenes",Organoheterocyclic compounds
Purine nucleotides,This compound belongs to the class of organic compounds known as purine nucleotide sugars. These are purine nucleotides bound to a saccharide derivative through the terminal phosphate group.,Purine nucleotide sugars,EXPT00966,Organic compounds,Purine nucleotide sugars,"Nucleosides, nucleotides, and analogues"
,,,EXPT03182,,,
Imidazopyrimidines,This compound belongs to the class of organic compounds known as xanthines. These are purine derivatives with a ketone group conjugated at carbons 2 and 6 of the purine moiety.,Xanthines,EXPT02990,Organic compounds,Purines and purine derivatives,Organoheterocyclic compounds
Azoles,"This compound belongs to the class of organic compounds known as phenylpyrazoles. These are compounds containing a phenylpyrazole skeleton, which consists of a pyrazole bound to a phenyl group.",Phenylpyrazoles,EXPT02634,Organic compounds,Pyrazoles,Organoheterocyclic compounds
Azoles,"This compound belongs to the class of organic compounds known as 2,4-disubstituted thiazoles. These are compounds containing a thiazole ring substituted at the positions 2 and 3.","2,4-disubstituted thiazoles",EXPT01750,Organic compounds,Thiazoles,Organoheterocyclic compounds
Fatty Acyls,This compound belongs to the class of organic compounds known as fatty alcohols. These are aliphatic alcohols consisting of a chain of a least six carbon atoms.,Fatty alcohols,EXPT00184,Organic compounds,Fatty alcohols,Lipids and lipid-like molecules
Organic phosphoric acids and derivatives,This compound belongs to the class of organic compounds known as monoalkyl phosphates. These are organic compounds containing a phosphate group that is linked to exactly one alkyl chain.,Monoalkyl phosphates,EXPT02570,Organic compounds,Phosphate esters,Organic acids and derivatives
Benzimidazoles,"This compound belongs to the class of organic compounds known as benzimidazoles. These are organic compounds containing a benzene ring fused to an imidazole ring (five member ring containing a nitrogen atom, 4 carbon atoms, and two double bonds).",Benzimidazoles,EXPT03110,Organic compounds,,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as toluenes. These are compounds containing a benzene ring which bears a methane group.,Toluenes,EXPT00269,Organic compounds,Toluenes,Benzenoids
,,,EXPT01276,,,
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.,Oligopeptides,EXPT01665,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as benzenesulfonyl compounds. These are aromatic compounds containing a benzenesulfonyl group, which consists of a monocyclic benzene moiety that carries a sulfonyl group.",Benzenesulfonyl compounds,EXPT02236,Organic compounds,Benzenesulfonyl compounds,Benzenoids
Quinolines and derivatives,This compound belongs to the class of organic compounds known as quinoline carboxylic acids. These are quinolines in which the quinoline ring system is substituted by a carboxyl group at one or more positions.,Quinoline carboxylic acids,EXPT03256,Organic compounds,Quinoline carboxylic acids,Organoheterocyclic compounds
Anthracenes,"This compound belongs to the class of organic compounds known as anthraquinones. These are organic compounds containing either anthracene-9,10-quinone, 1,4-anthraquinone, or 1,2-anthraquinone.",Anthraquinones,EXPT01762,Organic compounds,Anthraquinones,Benzenoids
