atc-code,atc-level,description
P01CC02,D08AF,Nitrofuran derivatives
P01CC02,D08A,ANTISEPTICS AND DISINFECTANTS
P01CC02,D08,ANTISEPTICS AND DISINFECTANTS
P01CC02,D,DERMATOLOGICALS
P01CC02,S01AX,Other antiinfectives
P01CC02,S01A,ANTIINFECTIVES
P01CC02,S01,OPHTHALMOLOGICALS
P01CC02,S,SENSORY ORGANS
P01CC02,S02AA,Antiinfectives
P01CC02,S02A,ANTIINFECTIVES
P01CC02,S02,OTOLOGICALS
P01CC02,S,SENSORY ORGANS
P01CC02,B05CA,Antiinfectives
P01CC02,B05C,IRRIGATING SOLUTIONS
P01CC02,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
P01CC02,B,BLOOD AND BLOOD FORMING ORGANS
P01CC02,D09AA,Medicated dressings with antiinfectives
P01CC02,D09A,MEDICATED DRESSINGS
P01CC02,D09,MEDICATED DRESSINGS
P01CC02,D,DERMATOLOGICALS
P01CC02,P01CC,Nitrofuran derivatives
P01CC02,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
P01CC02,P01,ANTIPROTOZOALS
P01CC02,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
D11AH02,D11AH,"Agents for dermatitis, excluding corticosteroids"
D11AH02,D11A,OTHER DERMATOLOGICAL PREPARATIONS
D11AH02,D11,OTHER DERMATOLOGICAL PREPARATIONS
D11AH02,D,DERMATOLOGICALS
A02BD05,A02BC,Proton pump inhibitors
A02BD05,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A02BD05,A02,DRUGS FOR ACID RELATED DISORDERS
A02BD05,A,ALIMENTARY TRACT AND METABOLISM
A02BD05,A02BD,Combinations for eradication of Helicobacter pylori
A02BD05,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A02BD05,A02,DRUGS FOR ACID RELATED DISORDERS
A02BD05,A,ALIMENTARY TRACT AND METABOLISM
A02BD05,A02BD,Combinations for eradication of Helicobacter pylori
A02BD05,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A02BD05,A02,DRUGS FOR ACID RELATED DISORDERS
A02BD05,A,ALIMENTARY TRACT AND METABOLISM
J04AK01,J04AM,Combinations of drugs for treatment of tuberculosis
J04AK01,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS
J04AK01,J04,ANTIMYCOBACTERIALS
J04AK01,J,ANTIINFECTIVES FOR SYSTEMIC USE
J04AK01,J04AM,Combinations of drugs for treatment of tuberculosis
J04AK01,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS
J04AK01,J04,ANTIMYCOBACTERIALS
J04AK01,J,ANTIINFECTIVES FOR SYSTEMIC USE
J04AK01,J04AK,Other drugs for treatment of tuberculosis
J04AK01,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS
J04AK01,J04,ANTIMYCOBACTERIALS
J04AK01,J,ANTIINFECTIVES FOR SYSTEMIC USE
N04AA03,N04AA,Tertiary amines
N04AA03,N04A,ANTICHOLINERGIC AGENTS
N04AA03,N04,ANTI-PARKINSON DRUGS
N04AA03,N,NERVOUS SYSTEM
R06AE07,R06AE,Piperazine derivatives
R06AE07,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
R06AE07,R06,ANTIHISTAMINES FOR SYSTEMIC USE
R06AE07,R,RESPIRATORY SYSTEM
R06AX12,R06AX,Other antihistamines for systemic use
R06AX12,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
R06AX12,R06,ANTIHISTAMINES FOR SYSTEMIC USE
R06AX12,R,RESPIRATORY SYSTEM
C08DB01,C05AE,Muscle relaxants
C08DB01,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C08DB01,C05,VASOPROTECTIVES
C08DB01,C,CARDIOVASCULAR SYSTEM
C08DB01,C08DB,Benzothiazepine derivatives
C08DB01,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
C08DB01,C08,CALCIUM CHANNEL BLOCKERS
C08DB01,C,CARDIOVASCULAR SYSTEM
N06AA11,N06AA,Non-selective monoamine reuptake inhibitors
N06AA11,N06A,ANTIDEPRESSANTS
N06AA11,N06,PSYCHOANALEPTICS
N06AA11,N,NERVOUS SYSTEM
V04CH30,V04CH,Tests for renal function and ureteral injuries
V04CH30,V04C,OTHER DIAGNOSTIC AGENTS
V04CH30,V04,DIAGNOSTIC AGENTS
V04CH30,V,VARIOUS
G04CA01,G04CA,Alpha-adrenoreceptor antagonists
G04CA01,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
G04CA01,G04,UROLOGICALS
G04CA01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G04CA01,G04CA,Alpha-adrenoreceptor antagonists
G04CA01,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
G04CA01,G04,UROLOGICALS
G04CA01,G,GENITO URINARY SYSTEM AND SEX HORMONES
N03AC02,N03AC,Oxazolidine derivatives
N03AC02,N03A,ANTIEPILEPTICS
N03AC02,N03,ANTIEPILEPTICS
N03AC02,N,NERVOUS SYSTEM
A16AX04,A16AX,Various alimentary tract and metabolism products
A16AX04,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
A16AX04,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
A16AX04,A,ALIMENTARY TRACT AND METABOLISM
N05BA09,N05BA,Benzodiazepine derivatives
N05BA09,N05B,ANXIOLYTICS
N05BA09,N05,PSYCHOLEPTICS
N05BA09,N,NERVOUS SYSTEM
C02DC01,D11AX,Other dermatologicals
C02DC01,D11A,OTHER DERMATOLOGICAL PREPARATIONS
C02DC01,D11,OTHER DERMATOLOGICAL PREPARATIONS
C02DC01,D,DERMATOLOGICALS
C02DC01,C02DC,Pyrimidine derivatives
C02DC01,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON"
C02DC01,C02,ANTIHYPERTENSIVES
C02DC01,C,CARDIOVASCULAR SYSTEM
G03AB01,L02AB,Progestogens
G03AB01,L02A,HORMONES AND RELATED AGENTS
G03AB01,L02,ENDOCRINE THERAPY
G03AB01,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
G03AB01,G03DB,Pregnadien derivatives
G03AB01,G03D,PROGESTOGENS
G03AB01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AB01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AB01,G03AA,"Progestogens and estrogens, fixed combinations"
G03AB01,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03AB01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AB01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AB01,G03AC,Progestogens
G03AB01,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03AB01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AB01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AB01,G03FA,"Progestogens and estrogens, fixed combinations"
G03AB01,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03AB01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AB01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AB01,G03FB,"Progestogens and estrogens, sequential preparations"
G03AB01,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03AB01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AB01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AB01,G03AB,"Progestogens and estrogens, sequential preparations"
G03AB01,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03AB01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AB01,G,GENITO URINARY SYSTEM AND SEX HORMONES
L01BB03,L01BB,Purine analogues
L01BB03,L01B,ANTIMETABOLITES
L01BB03,L01,ANTINEOPLASTIC AGENTS
L01BB03,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
G02AB01,G02AC,"Ergot alkaloids and oxytocin incl. analogues, in combination"
G02AB01,G02A,UTEROTONICS
G02AB01,G02,OTHER GYNECOLOGICALS
G02AB01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G02AB01,G02AB,Ergot alkaloids
G02AB01,G02A,UTEROTONICS
G02AB01,G02,OTHER GYNECOLOGICALS
G02AB01,G,GENITO URINARY SYSTEM AND SEX HORMONES
R06AE01,R06AE,Piperazine derivatives
R06AE01,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
R06AE01,R06,ANTIHISTAMINES FOR SYSTEMIC USE
R06AE01,R,RESPIRATORY SYSTEM
R06AE01,R06AE,Piperazine derivatives
R06AE01,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
R06AE01,R06,ANTIHISTAMINES FOR SYSTEMIC USE
R06AE01,R,RESPIRATORY SYSTEM
J01DF01,J01DF,Monobactams
J01DF01,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DF01,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DF01,J,ANTIINFECTIVES FOR SYSTEMIC USE
M03BB53,M03BB,"Oxazol, thiazine, and triazine derivatives"
M03BB53,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
M03BB53,M03,MUSCLE RELAXANTS
M03BB53,M,MUSCULO-SKELETAL SYSTEM
M03BB53,M03BB,"Oxazol, thiazine, and triazine derivatives"
M03BB53,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
M03BB53,M03,MUSCLE RELAXANTS
M03BB53,M,MUSCULO-SKELETAL SYSTEM
M03BB53,M03BB,"Oxazol, thiazine, and triazine derivatives"
M03BB53,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
M03BB53,M03,MUSCLE RELAXANTS
M03BB53,M,MUSCULO-SKELETAL SYSTEM
L02BG01,L02BG,Aromatase inhibitors
L02BG01,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS
L02BG01,L02,ENDOCRINE THERAPY
L02BG01,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
P01BC02,P01BF,"Artemisinin and derivatives, combinations"
P01BC02,P01B,ANTIMALARIALS
P01BC02,P01,ANTIPROTOZOALS
P01BC02,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
P01BC02,P01BC,Methanolquinolines
P01BC02,P01B,ANTIMALARIALS
P01BC02,P01,ANTIPROTOZOALS
P01BC02,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
J01EC02,J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives"
J01EC02,J01E,SULFONAMIDES AND TRIMETHOPRIM
J01EC02,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01EC02,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01EC02,J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives"
J01EC02,J01E,SULFONAMIDES AND TRIMETHOPRIM
J01EC02,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01EC02,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01EC02,G01AE,Sulfonamides
J01EC02,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS"
J01EC02,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
J01EC02,G,GENITO URINARY SYSTEM AND SEX HORMONES
J01EC02,J01EC,Intermediate-acting sulfonamides
J01EC02,J01E,SULFONAMIDES AND TRIMETHOPRIM
J01EC02,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01EC02,J,ANTIINFECTIVES FOR SYSTEMIC USE
A16AX07,A16AX,Various alimentary tract and metabolism products
A16AX07,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
A16AX07,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
A16AX07,A,ALIMENTARY TRACT AND METABOLISM
L01CA04,L01CA,Vinca alkaloids and analogues
L01CA04,L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS
L01CA04,L01,ANTINEOPLASTIC AGENTS
L01CA04,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
J02AX06,J02AX,Other antimycotics for systemic use
J02AX06,J02A,ANTIMYCOTICS FOR SYSTEMIC USE
J02AX06,J02,ANTIMYCOTICS FOR SYSTEMIC USE
J02AX06,J,ANTIINFECTIVES FOR SYSTEMIC USE
N05AH02,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
N05AH02,N05A,ANTIPSYCHOTICS
N05AH02,N05,PSYCHOLEPTICS
N05AH02,N,NERVOUS SYSTEM
A02BX02,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
A02BX02,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A02BX02,A02,DRUGS FOR ACID RELATED DISORDERS
A02BX02,A,ALIMENTARY TRACT AND METABOLISM
J01MA11,J01MA,Fluoroquinolones
J01MA11,J01M,QUINOLONE ANTIBACTERIALS
J01MA11,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01MA11,J,ANTIINFECTIVES FOR SYSTEMIC USE
R06AA09,R06AA,Aminoalkyl ethers
R06AA09,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
R06AA09,R06,ANTIHISTAMINES FOR SYSTEMIC USE
R06AA09,R,RESPIRATORY SYSTEM
R06AA09,R06AA,Aminoalkyl ethers
R06AA09,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
R06AA09,R06,ANTIHISTAMINES FOR SYSTEMIC USE
R06AA09,R,RESPIRATORY SYSTEM
G03AD01,G03FA,"Progestogens and estrogens, fixed combinations"
G03AD01,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03AD01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AD01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AD01,G03AC,Progestogens
G03AD01,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03AD01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AD01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AD01,G03FB,"Progestogens and estrogens, sequential preparations"
G03AD01,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03AD01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AD01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AD01,G03AB,"Progestogens and estrogens, sequential preparations"
G03AD01,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03AD01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AD01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AD01,G03AA,"Progestogens and estrogens, fixed combinations"
G03AD01,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03AD01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AD01,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03AD01,G03AD,Emergency contraceptives
G03AD01,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03AD01,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03AD01,G,GENITO URINARY SYSTEM AND SEX HORMONES
C01CA03,C01CA,Adrenergic and dopaminergic agents
C01CA03,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES
C01CA03,C01,CARDIAC THERAPY
C01CA03,C,CARDIOVASCULAR SYSTEM
J05AB12,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB12,J05A,DIRECT ACTING ANTIVIRALS
J05AB12,J05,ANTIVIRALS FOR SYSTEMIC USE
J05AB12,J,ANTIINFECTIVES FOR SYSTEMIC USE
N06AX11,N06AX,Other antidepressants
N06AX11,N06A,ANTIDEPRESSANTS
N06AX11,N06,PSYCHOANALEPTICS
N06AX11,N,NERVOUS SYSTEM
N05BC01,N05BC,Carbamates
N05BC01,N05B,ANXIOLYTICS
N05BC01,N05,PSYCHOLEPTICS
N05BC01,N,NERVOUS SYSTEM
N05BC01,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates"
N05BC01,N05C,HYPNOTICS AND SEDATIVES
N05BC01,N05,PSYCHOLEPTICS
N05BC01,N,NERVOUS SYSTEM
N05BC01,N05BC,Carbamates
N05BC01,N05B,ANXIOLYTICS
N05BC01,N05,PSYCHOLEPTICS
N05BC01,N,NERVOUS SYSTEM
R06AD03,R06AD,Phenothiazine derivatives
R06AD03,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
R06AD03,R06,ANTIHISTAMINES FOR SYSTEMIC USE
R06AD03,R,RESPIRATORY SYSTEM
C07BA06,C07DA,"Beta blocking agents, non-selective, thiazides and other diuretics"
C07BA06,C07D,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS"
C07BA06,C07,BETA BLOCKING AGENTS
C07BA06,C,CARDIOVASCULAR SYSTEM
C07BA06,S01ED,Beta blocking agents
C07BA06,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS
C07BA06,S01,OPHTHALMOLOGICALS
C07BA06,S,SENSORY ORGANS
C07BA06,S01ED,Beta blocking agents
C07BA06,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS
C07BA06,S01,OPHTHALMOLOGICALS
C07BA06,S,SENSORY ORGANS
C07BA06,C07AA,"Beta blocking agents, non-selective"
C07BA06,C07A,BETA BLOCKING AGENTS
C07BA06,C07,BETA BLOCKING AGENTS
C07BA06,C,CARDIOVASCULAR SYSTEM
C07BA06,C07BA,"Beta blocking agents, non-selective, and thiazides"
C07BA06,C07B,BETA BLOCKING AGENTS AND THIAZIDES
C07BA06,C07,BETA BLOCKING AGENTS
C07BA06,C,CARDIOVASCULAR SYSTEM
B01AC21,B01AC,Platelet aggregation inhibitors excl. heparin
B01AC21,B01A,ANTITHROMBOTIC AGENTS
B01AC21,B01,ANTITHROMBOTIC AGENTS
B01AC21,B,BLOOD AND BLOOD FORMING ORGANS
C10AC02,C10AC,Bile acid sequestrants
C10AC02,C10A,"LIPID MODIFYING AGENTS, PLAIN"
C10AC02,C10,LIPID MODIFYING AGENTS
C10AC02,C,CARDIOVASCULAR SYSTEM
N04AA01,N04AA,Tertiary amines
N04AA01,N04A,ANTICHOLINERGIC AGENTS
N04AA01,N04,ANTI-PARKINSON DRUGS
N04AA01,N,NERVOUS SYSTEM
A04AA05,A04AA,Serotonin (5HT3) antagonists
A04AA05,A04A,ANTIEMETICS AND ANTINAUSEANTS
A04AA05,A04,ANTIEMETICS AND ANTINAUSEANTS
A04AA05,A,ALIMENTARY TRACT AND METABOLISM
A04AA05,A04AA,Serotonin (5HT3) antagonists
A04AA05,A04A,ANTIEMETICS AND ANTINAUSEANTS
A04AA05,A04,ANTIEMETICS AND ANTINAUSEANTS
A04AA05,A,ALIMENTARY TRACT AND METABOLISM
G03FB08,G03FA,"Progestogens and estrogens, fixed combinations"
G03FB08,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03FB08,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03FB08,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03FB08,G03DB,Pregnadien derivatives
G03FB08,G03D,PROGESTOGENS
G03FB08,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03FB08,G,GENITO URINARY SYSTEM AND SEX HORMONES
G03FB08,G03FB,"Progestogens and estrogens, sequential preparations"
G03FB08,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03FB08,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03FB08,G,GENITO URINARY SYSTEM AND SEX HORMONES
C01BB02,C01BB,"Antiarrhythmics, class Ib"
C01BB02,C01B,"ANTIARRHYTHMICS, CLASS I AND III"
C01BB02,C01,CARDIAC THERAPY
C01BB02,C,CARDIOVASCULAR SYSTEM
V03AF02,V03AF,Detoxifying agents for antineoplastic treatment
V03AF02,V03A,ALL OTHER THERAPEUTIC PRODUCTS
V03AF02,V03,ALL OTHER THERAPEUTIC PRODUCTS
V03AF02,V,VARIOUS
C09BB04,C09DX,"Angiotensin II antagonists, other combinations"
C09BB04,C09D,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09DX,"Angiotensin II antagonists, other combinations"
C09BB04,C09D,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09DB,Angiotensin II antagonists and calcium channel blockers
C09BB04,C09D,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09DB,Angiotensin II antagonists and calcium channel blockers
C09BB04,C09D,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09DB,Angiotensin II antagonists and calcium channel blockers
C09BB04,C09D,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C10BX,"HMG CoA reductase inhibitors, other combinations"
C09BB04,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS"
C09BB04,C10,LIPID MODIFYING AGENTS
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09DB,Angiotensin II antagonists and calcium channel blockers
C09BB04,C09D,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09DB,Angiotensin II antagonists and calcium channel blockers
C09BB04,C09D,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09DB,Angiotensin II antagonists and calcium channel blockers
C09BB04,C09D,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C08GA,Calcium channel blockers and diuretics
C09BB04,C08G,CALCIUM CHANNEL BLOCKERS AND DIURETICS
C09BB04,C08,CALCIUM CHANNEL BLOCKERS
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C10BX,"HMG CoA reductase inhibitors, other combinations"
C09BB04,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS"
C09BB04,C10,LIPID MODIFYING AGENTS
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09BB,ACE inhibitors and calcium channel blockers
C09BB04,C09B,"ACE INHIBITORS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C08CA,Dihydropyridine derivatives
C09BB04,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C09BB04,C08,CALCIUM CHANNEL BLOCKERS
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09BB,ACE inhibitors and calcium channel blockers
C09BB04,C09B,"ACE INHIBITORS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09XA,Renin-inhibitors
C09BB04,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09XA,Renin-inhibitors
C09BB04,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C10BX,"HMG CoA reductase inhibitors, other combinations"
C09BB04,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS"
C09BB04,C10,LIPID MODIFYING AGENTS
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09BX,"ACE inhibitors, other combinations"
C09BB04,C09B,"ACE INHIBITORS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C10BX,"HMG CoA reductase inhibitors, other combinations"
C09BB04,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS"
C09BB04,C10,LIPID MODIFYING AGENTS
C09BB04,C,CARDIOVASCULAR SYSTEM
C09BB04,C09BB,ACE inhibitors and calcium channel blockers
C09BB04,C09B,"ACE INHIBITORS, COMBINATIONS"
C09BB04,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09BB04,C,CARDIOVASCULAR SYSTEM
N06DA01,N06DA,Anticholinesterases
N06DA01,N06D,ANTI-DEMENTIA DRUGS
N06DA01,N06,PSYCHOANALEPTICS
N06DA01,N,NERVOUS SYSTEM
A03AA01,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03AA01,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS
A03AA01,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03AA01,A,ALIMENTARY TRACT AND METABOLISM
A03AA01,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA01,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03AA01,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03AA01,A,ALIMENTARY TRACT AND METABOLISM
C03DB02,C03DB,Other potassium-sparing agents
C03DB02,C03D,POTASSIUM-SPARING AGENTS
C03DB02,C03,DIURETICS
C03DB02,C,CARDIOVASCULAR SYSTEM
L01DB09,L01DB,Anthracyclines and related substances
L01DB09,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01DB09,L01,ANTINEOPLASTIC AGENTS
L01DB09,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
N04AA04,N04AA,Tertiary amines
N04AA04,N04A,ANTICHOLINERGIC AGENTS
N04AA04,N04,ANTI-PARKINSON DRUGS
N04AA04,N,NERVOUS SYSTEM
R01AB01,S01FB,Sympathomimetics excl. antiglaucoma preparations
R01AB01,S01F,MYDRIATICS AND CYCLOPLEGICS
R01AB01,S01,OPHTHALMOLOGICALS
R01AB01,S,SENSORY ORGANS
R01AB01,R01AA,"Sympathomimetics, plain"
R01AB01,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AB01,R01,NASAL PREPARATIONS
R01AB01,R,RESPIRATORY SYSTEM
R01AB01,R01BA,Sympathomimetics
