category,drugbank-id,mesh-id
Ribonucleosides,EXPT01452,D012263
Plants,EXPT02118,D010944
Throat Preparations,DB11615,
Specialty Uses of Chemicals,EXPT00223,D020313
Specialty Uses of Chemicals,EXPT02732,D020313
Lipids,EXPT02057,D008055
Pyrimidinones,EXPT02949,D011744
Enzyme Inhibitors,EXPT02387,D004791
Oleic Acids,EXPT02430,D009829
Trimethyl Ammonium Compounds,EXPT00639,D050337
Radiation-Sensitizing Agents,DB12772,D011838
Lipids,EXPT02495,D008055
Vitamin D and Analogues,EXPT01322,D014807
Carboxylic Acids,EXPT02453,D002264
Glycosides,EXPT01586,D006027
Specialty Uses of Chemicals,EXPT02530,D020313
"Thrombin, antagonists & inhibitors",EXPT01047,
Urinary Alkalinisers,EXPT00922,
Imino Acids,EXPT02506,D007098
"Heterocyclic Compounds, 2-Ring",EXPT01584,D006574
Enzyme Inhibitors,EXPT01097,D004791
Monosaccharides,EXPT00789,D009005
Enzyme Inhibitors,EXPT02106,D004791
Enzyme Inhibitors,EXPT01178,D004791
Amines,EXPT02510,D000588
Pyrimidinones,EXPT00076,D011744
Terpenes,EXPT02454,D013729
Psychotropic Drugs,EXPT02542,D011619
Sugar Phosphates,EXPT02690,D013403
Polycyclic Compounds,EXPT02832,D011083
"Heterocyclic Compounds, 2-Ring",EXPT01938,D006574
Sulfur Compounds,EXPT02296,D013457
Polyamines,EXPT01201,D011073
Tyrosine,EXPT03094,D014443
Sensory Organs,EXPT02378,
"Hydrocarbons, Cyclic",EXPT01635,D006844
"Heterocyclic Compounds, 1-Ring",EXPT02849,D006573
Sulfur Compounds,DB02476,D013457
Pteridines,EXPT02065,D011621
Polycyclic Compounds,EXPT01191,D011083
"Technology, Industry, and Agriculture",EXPT03023,D013676
Polycyclic Compounds,EXPT02785,D011083
Xanthine derivatives,EXPT00356,D013806
Pyridines,EXPT03296,D011725
"Protein Kinase C, antagonists & inhibitors",EXPT01124,
Hydroxylamines,EXPT00629,D006898
Sulfur Compounds,EXPT01039,D013457
"Heterocyclic Compounds, 1-Ring",EXPT01787,D006573
"Amino Acids, Peptides, and Proteins",EXPT03230,D000602
Ribonucleosides,EXPT01050,D012263
Peptides,EXPT00444,D010455
Thioglycosides,EXPT03030,D013865
Organic Acids,DB09294,
Pterins,EXPT01698,D011622
Hexosamines,EXPT00509,D006595
Amines,EXPT02655,D000588
Phenols,EXPT02385,D010636
Ribonucleotides,EXPT00146,D012265
Pterins,EXPT02386,D011622
Pyrans,EXPT01169,D011714
Spin Labels,EXPT03275,D013113
Purines,EXPT02701,D011687
Ribonucleosides,EXPT00114,D012263
Mercurial Products,DB11214,
Lipids,EXPT00390,D008055
Serine Proteinase Inhibitors,EXPT01202,D015842
Tetrapyrroles,EXPT00993,D045725
Sulfur Compounds,EXPT01455,D013457
Sweetening Agents,EXPT02005,D013549
Testosterone Congeners,EXPT02425,D045165
Pyrimidines,EXPT03053,D011743
Dicarboxylic Acids,EXPT01581,D003998
Sugar Phosphates,EXPT01383,D013403
Tyrosine,EXPT00324,D014443
Hydroxylamines,EXPT02772,D006898
Excitatory Amino Acids,EXPT00566,D018846
"Hydrocarbons, Cyclic",EXPT03145,D006844
Terpenes,EXPT00824,D013729
Tetrapyrroles,EXPT00908,D045725
Odors,EXPT02668,D009812
Vasodilating Agents,EXPT03246,D014665
Pyrroles,EXPT01256,D011758
Lipids,EXPT02413,D008055
Monosaccharides,EXPT01620,D009005
"Amino Acids, Peptides, and Proteins",EXPT00462,D000602
Uncoupling Agents,EXPT01235,D014475
"Heterocyclic Compounds, 2-Ring",EXPT01882,D006574
Phenols,EXPT00100,D010636
Pyrazoles,EXPT00255,D011720
Uncoupling Agents,EXPT01639,D014475
Sterols,EXPT00945,D013261
Topical Products for Joint and Muscular Pain,EXPT02331,
Lipids,EXPT00409,D008055
"Porphobilinogen Synthase, antagonists & inhibitors",EXPT01272,
Carboxylic Acids,EXPT03105,D002264
Sugar Acids,EXPT02023,D013400
Ribonucleotides,EXPT01874,D012265
Third-Generation Cephalosporins,DB04570,
Radiation-Sensitizing Agents,DB04571,D011838
Triethylenephosphoramide,DB04572,D013721
Steroids,DB05375,D013256
Steroids,DB04574,D013256
Steroids,DB04575,D013256
Topoisomerase Inhibitors,DB04576,D059003
Neurotransmitter Agents,DB04581,D018377
"Heterocyclic Compounds, 2-Ring",DB04582,D006574
"Amino Acids, Peptides, and Proteins",DB04584,D000602
"Hydrocarbons, Cyclic",DB04586,D006844
Dicarboxylic Acids,DB04594,D003998
Pyrrolidines,DB04599,D011759
Ribonucleosides,DB04604,D012263
"Heterocyclic Compounds, 2-Ring",DB04605,D006574
Radiation-Sensitizing Agents,DB04619,D011838
Polycyclic Compounds,DB04620,D011083
Inflammation Mediators,DB04622,D018836
Kanamycin,DB04626,D007612
Ribonucleosides,DB04627,D012263
Toxic Actions,DB04628,D004786
Polyketides,DB04629,D061065
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",DB04630,
Pyridines,DB04631,D011725
Sulfur Compounds,DB04640,D013457
Quinones,DB04646,D011809
Steroids,DB04652,D013256
Pyrimidines,DB04655,D011743
Toxic Actions,DB04657,D004786
Sugar Phosphates,DB04660,D013403
"Heterocyclic Compounds, 2-Ring",DB04662,D006574
Surface-Active Agents,DB04664,D013501
Pyrans,DB04665,D011714
Thymine Nucleotides,DB04672,D013942
Sulfur Compounds,DB04676,D013457
Toxic Actions,DB04682,D004786
Tropanes,DB04688,D014326
Topoisomerase Inhibitors,DB04690,D059003
Terpenes,DB04695,D013729
Specialty Uses of Chemicals,DB04699,D020313
Pyrans,DB04703,D011714
Sterols,DB04704,D013261
Sulfur Compounds,DB04707,D013457
"X-Ray Contrast Media, Iodinated",DB04711,
Terpenes,DB04714,D013729
"Heterocyclic Compounds, 1-Ring",DB04725,D006573
Glycosides,DB04729,D006027
Dicarboxylic Acids,DB04734,D003998
Polycyclic Compounds,DB04738,D011083
Sulfur Compounds,DB04741,D013457
Topical Products for Joint and Muscular Pain,DB04743,
"Technology, Industry, and Agriculture",DB04744,D013676
"Heterocyclic Compounds, 2-Ring",DB04751,D006574
Polyketides,DB04774,D061065
Purines,DB04776,D011687
Sweetening Agents,DB04778,D013549
Lipids,DB04781,D008055
Glycosides,DB04785,D006027
Trypanocidal Agents,DB04786,D014344
Sulfur Compounds,DB04787,D013457
Carboxylic Acids,DB04788,D002264
Imidazole and Triazole Derivatives,DB04794,
Thiophenes,DB04795,D013876
Vitamin D and Analogues,DB04796,D014807
Sulfur Compounds,DB04798,D013457
Sulfur Compounds,DB04799,D013457
Tetrapyrroles,DB04803,D045725
Streptogramins,DB04805,D025361
Neomycin,DB04808,D009355
Sensory System Agents,DB04812,D018689
Preparations Containing Sulfur,DB04813,
Sensory Organs,DB04815,
Toxic Actions,DB04816,D004786
Sensory System Agents,DB04817,D018689
Pyridines,DB04818,D011725
Substituted Ethylene Diamines,DB04819,
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,DB04820,D020230
Psychoanaleptics,DB04821,
Respiratory System Agents,DB04822,D019141
Laxatives,DB04823,D054368
Specialty Uses of Chemicals,DB04824,D020313
Vasodilators Used in Cardiac Diseases,DB04825,
Respiratory System,DB04826,D012137
Toxic Actions,DB04827,D004786
Sensory System Agents,DB04828,D018689
Serotonin Receptor Antagonists,DB04829,D012702
Oral Hypoglycemics,DB04830,
Uricosuric Agents,DB04831,D014528
Serotonin Agents,DB04832,D018490
Quinazolinones,DB04833,D052999
Steroids,DB04834,D013256
Polycyclic Compounds,DB04835,D011083
Psychotropic Drugs,DB04836,D011619
Respiratory System,DB04837,D012137
Vasodilating Agents,DB04838,D014665
"Steroids, Chlorinated",DB04839,D013258
Sympatholytics,DB04840,D013565
Vasodilating Agents,DB04841,D014665
Tranquilizing Agents,DB04842,D014149
"Synthetic Anticholinergics, Quaternary Ammonium Compounds",DB04843,
Vesicular Monoamine Transporter 2 Inhibitor,DB04844,
Tubulin Modulators,DB04845,D050257
Vasodilating Agents,DB04846,D014665
"Hypoxia-Inducible Factor-Proline Dioxygenases, antagonists & inhibitors",DB04847,
Protein Kinase Inhibitors,DB12033,D047428
Oxazoles,DB09032,D010080
P-glycoprotein/ABCB1 Inhibitors,DB04851,
"Heterocyclic Compounds, 2-Ring",DB04852,D006574
Ribonucleosides,DB04853,D012263
Xanthine Oxidase Inhibitors,DB03786,
QTc Prolonging Agents,DB04855,
Valerates,DB04856,D014631
Hydroxylamines,DB04857,D006898
Radiation-Sensitizing Agents,DB04858,D011838
"Heterocyclic Compounds, 2-Ring",DB04859,D006574
Ribonucleosides,DB04860,D012263
Vasodilating Agents,DB04861,D014665
Urea,DB04862,D014508
Vasodilating Agents,DB04863,D014665
Terpenes,DB01928,D013729
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",DB04865,D015464
Quinazolines,DB04866,D011799
Sulfur Compounds,DB04867,D013457
UGT1A1 Inhibitors,DB04868,
"Receptors, Calcitonin Gene-Related Peptide, antagonists & inhibitors",DB04869,
Steroids,DB04870,D013256
Serotonin Receptor Agonists,DB04871,D017366
Tranquilizing Agents,DB04872,D014149
"Heterocyclic Compounds, 2-Ring",DB04873,D006574
Organometallic Compounds,DB04874,D009942
"Heterocyclic Compounds, 2-Ring",DB04875,D006574
Protease Inhibitors,DB04876,D011480
Secologanin Tryptamine Alkaloids,DB04877,D046948
Sugar Alcohols,DB04878,D013402
Pyridazines,DB04879,D011724
Vasodilating Agents,DB04880,D014665
"Polycyclic Hydrocarbons, Aromatic",DB04881,D011084
Indoles,DB04882,D007211
"Heterocyclic Compounds, 1-Ring",DB04883,D006573
Urologicals,DB04884,
Serotonin Receptor Antagonists,DB04885,D012702
Pyrans,DB04886,D011714
"Heterocyclic Compounds, 2-Ring",DB04887,D006574
"Heterocyclic Compounds, 2-Ring",DB04888,D006574
Polycyclic Compounds,DB04889,D011083
Mast Cell Stabilizers,DB04890,
Vitamin D and Analogues,DB04891,D014807
Stereoisomerism,DB04892,D013237
"Heterocyclic Compounds, 1-Ring",DB04893,D006573
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",DB04894,
Vascular Endothelial Growth Factor A,DB04895,D042461
Serotonin Modulators,DB04896,
Sugar Phosphates,DB04897,D013403
Serine Proteinase Inhibitors,DB04898,D015842
Vasodilators Used in Cardiac Diseases,DB04899,
Thymus Hormones,DB04900,D013951
Serum Globulins,DB04901,D012712
"Receptors, GABA-A",DB04903,D011963
"Nucleic Acids, Nucleotides, and Nucleosides",DB04904,D009706
Sugar Phosphates,DB04905,D013403
Transferases,DB04907,D014166
Serotonin Receptor Antagonists,DB04908,D012702
Quinolines,DB04909,D011804
"Heterocyclic Compounds, 2-Ring",DB04910,D006574
Peptides,DB04911,D010455
Tetrapyrroles,DB04912,D045725
Vaccines,DB04914,D014612
Pyrans,DB04915,D011714
Serotonin Receptor Antagonists,DB04917,D012702
Thiazines,DB04918,D013843
Peptide Hydrolases,DB04919,D010447
Vasodilating Agents,DB04920,D014665
Proteins,DB04921,D011506
Propulsives,DB04924,
Serine Proteases,DB04925,D057057
Polycyclic Compounds,DB04926,D011083
Toxic Actions,DB04930,D004786
Proteins,DB04931,D011506
Polynucleotides,DB04932,D011119
"Toxins, Biological",DB04933,D014118
Polycyclic Compounds,DB04934,D011083
Specialty Uses of Chemicals,DB04936,D020313
Stilbenes,DB04938,D013267
"Technology, Industry, and Agriculture",DB04941,D013676
"Polycyclic Hydrocarbons, Aromatic",DB03873,D011084
Nucleosides,DB04944,D009705
Serotonin Receptor Antagonists,DB04946,D012702
Tropanes,DB04947,D014326
Serotonin Receptor Agonists,DB04948,D017366
Serum Globulins,DB04949,D012712
Rana pipiens,DB04950,D011894
Sensory System Agents,DB04951,D018689
Polycyclic Compounds,DB04952,D011083
UGT1A1 Substrates,DB04953,
Ribonucleosides,DB04954,D012263
Tumor Necrosis Factor Alpha (TNF-α) Inhibitors,DB04956,
Membrane Transport Modulators,DB04957,D049990
Serum Globulins,DB04958,D012712
Quinolines,DB04960,D011804
Pyrimidinones,DB04961,D011744
Serum Globulins,DB04962,D012712
Serum Globulins,DB04964,D012712
Xanthones,DB04967,D044004
"Heterocyclic Compounds, 1-Ring",DB04970,D006573
"Heterocyclic Compounds, 1-Ring",DB04971,D006573
Peptides,DB04972,D010455
Polynucleotides,DB04973,D011119
Cross-Linking Reagents,DB04974,D003432
Quinones,DB04975,D011809
Transition Elements,DB04976,D028561
Polycyclic Compounds,DB04977,D011083
"Technology, Industry, and Agriculture",DB04978,D013676
Tetrapyrroles,DB04980,D045725
"Receptors, AMPA, antagonists & inhibitors",DB04982,
Ribonucleotides,DB04983,D012265
Seminal Plasma Proteins,DB04985,D029589
Serum Globulins,DB04988,D012712
Organometallic Compounds,DB04992,D009942
Platinum Compounds,DB04996,D017671
Polynucleotides,DB04998,D011119
Ketones,DB05003,D007659
Serum Globulins,DB05006,D012712
Purines,DB05009,D011687
Specialty Uses of Chemicals,DB12646,D020313
"Amino Acids, Peptides, and Proteins",DB05012,D000602
Terpenes,DB05013,D013729
Sulfur Compounds,DB05015,D013457
Oxazoles,DB05016,D010080
Piperidines,DB05018,D010880
Specialty Uses of Chemicals,DB05022,D020313
Amines,DB05025,D000588
Proteins,DB05029,D011506
Peripheral Nervous System Agents,DB05031,D018373
Proteins,DB05032,D011506
Respiratory System Agents,DB05034,D019141
Amides,DB05035,D000577
"Heterocyclic Compounds, 1-Ring",DB05037,D006573
"Heterocyclic Compounds, 2-Ring",DB05038,D006574
UGT1A1 Substrates,DB05039,
"Heterocyclic Compounds, 1-Ring",DB05047,D006573
Terpenes,DB05048,D013729
"Heterocyclic Compounds, 1-Ring",DB05049,D006573
"Receptors, Opioid, delta",DB05050,D017465
Scutellaria,DB05051,D031363
"Heterocyclic Compounds, 1-Ring",DB05054,D006573
Sulfur Compounds,DB05057,D013457
"Nucleic Acids, Nucleotides, and Nucleosides",DB05060,D009706
Quinones,DB05063,D011809
Sulfur Compounds,DB05064,D013457
Vasodilating Agents,DB05073,D014665
"Hydrocarbons, Cyclic",DB05075,D006844
Terpenes,DB03922,D013729
Sulfur Compounds,DB05077,D013457
Proteins,DB05084,D011506
Steroids,DB05087,D013256
Transition Elements,DB05088,D028561
Integrin alpha4,DB05092,D039441
Sulfur Compounds,DB05095,D013457
"Amino Acids, Peptides, and Proteins",DB05096,D000602
Serum Globulins,DB05097,D012712
Proteins,DB05098,D011506
Viper Venoms,DB05099,D014757
Protease Inhibitors,DB05100,D011480
Serum Globulins,DB05101,D012712
Pyrrolidines,DB05102,D011759
Lipids,DB05103,D008055
Lipids,DB05104,D008055
Oxazoles,DB08716,D010080
Testosterone Congeners,DB05107,D045165
Toxic Actions,DB05109,D004786
Serum Globulins,DB05111,D012712
Organometallic Compounds,DB05112,D009942
Proteins,DB05115,D011506
Uridine,DB05116,D014529
Quinolines,DB05256,D011804
Lipids,DB05123,D008055
Peptides,DB05128,D010455
Glycosides,DB05129,D006027
"Hydrocarbons, Cyclic",DB05130,D006844
Quinones,DB06398,D011809
Serum Globulins,DB05136,D012712
Respiratory System Agents,DB05137,D019141
Serum Globulins,DB05139,D012712
Polynucleotides,DB05141,D011119
Polyphosphates,DB05143,D011122
"Heterocyclic Compounds, 1-Ring",DB05147,D006573
Sulfur Compounds,DB05152,D013457
Nitro Compounds,DB05154,D009574
Proteins,DB05155,D011506
Polycyclic Compounds,DB05158,D011083
"Toxins, Biological",DB05160,D014118
Proteins,DB05161,D011506
Polynucleotides,DB05165,D011119
Vinca Alkaloids and Analogues,DB12503,
Protein Kinase Inhibitors,DB05169,D047428
"Heterocyclic Compounds, 1-Ring",DB05171,D006573
Sulfur Compounds,DB05173,D013457
Steroids,DB05185,D013256
Polycyclic Compounds,DB05186,D011083
Pyrans,DB05187,D011714
Sulfur Compounds,DB05188,D013457
Pyrans,DB05189,D011714
Polycyclic Compounds,DB05191,D011083
Organophosphorus Compounds,DB05192,D009943
Pyrans,DB05197,D011714
Sulfur Compounds,DB05198,D013457
"Tryptophan Hydroxylase, antagonists & inhibitors",DB05199,
Polynucleotides,DB05202,D011119
Serum Globulins,DB05209,D012712
Pyrans,DB05210,D011714
Testosterone Congeners,DB05212,D045165
Amidines,DB05217,D000578
Polycyclic Compounds,DB05219,D011083
Protein Kinase Inhibitors,DB05220,D047428
Histone Deacetylase Inhibitors,DB05223,D056572
Sulfur Compounds,DB05224,D013457
Lipids,DB05225,D008055
"Heterocyclic Compounds, 1-Ring",DB05226,D006573
Serotonin Receptor Antagonists,DB05227,D012702
Vasodilating Agents,DB05229,D014665
"Toxins, Biological",DB05232,D014118
Quinolines,DB05234,D011804
P-glycoprotein/ABCB1 Substrates,DB05239,
Sulfur Compounds,DB05241,D013457
Sulfur Compounds,DB05245,D013457
Succinimide Derivatives,DB05246,
Lipids,DB05252,D008055
Steroids,DB05253,D013256
Serine Proteases,DB08977,D057057
"Polycyclic Hydrocarbons, Aromatic",DB05255,D011084
Proteins,DB05258,D011506
Vesicular Transport Proteins,APRD00999,D033921
"Metals, Heavy",DB05260,D019216
Terpenes,DB05262,D013729
Steroids,DB05263,D013256
Terpenes,DB05265,D013729
Vasodilating Agents,DB05066,D014665
Sulfur Compounds,DB05271,D013457
Various Pain Palliation Radiopharmaceuticals,DB05273,
Serum Globulins,DB05276,D012712
Steroids,DB05288,D013256
Sensory System Agents,DB12936,D018689
QTc Prolonging Agents,DB08764,
Vitamin D and Analogues,DB05295,D014807
Tetrapyrroles,DB05296,D045725
Terpenes,DB05297,D013729
Sulfur Compounds,DB12166,D013457
Proteins,DB05299,D011506
"Polycyclic Hydrocarbons, Aromatic",DB05303,D011084
"Toxins, Biological",DB05305,D014118
Vasodilating Agents,DB05306,D014665
Plasma Kallikrein Inhibitor,DB05311,
Serotonin Receptor Agonists,DB05316,D017366
"Heterocyclic Compounds, 1-Ring",DB05317,D006573
Recombinant Proteins,DB05319,D011994
"Technology, Industry, and Agriculture",DB05321,D013676
"Genes, p53",DB05322,D016158
Vaccines,DB05325,D014612
Stereoisomerism,DB12811,D013237
Hydrolases,DB05330,D006867
Thrombopoietin Receptor Agonist,DB05332,
Serum Globulins,DB05336,D012712
Lipids,DB11887,D008055
Proteins,DB05344,D011506
Sulfur Compounds,DB05351,D013457
"Heterocyclic Compounds, 2-Ring",DB05352,D006574
Levulinic Acids,DB05365,D007982
Sulfur Compounds,DB05367,D013457
"Receptor, Cannabinoid, CB1, antagonists & inhibitors",DB05372,
Vaccines,DB05612,D014612
Sulfur Compounds,DB05377,D013457
Tests for Gastric Secretion,DB00667,
Trace Elements,DB05247,D014131
"Technology, Industry, and Agriculture",DB05384,D013676
"Technology, Industry, and Agriculture",DB05385,D013676
Complex Mixtures,DB05387,D045424
Specialty Uses of Chemicals,DB05389,D020313
Pharmaceutical Preparations,DB05393,D004364
Tests for Pituitary Function,DB05394,
"Polycyclic Hydrocarbons, Aromatic",DB05395,D011084
Proteins,DB05396,D011506
Trimethyl Ammonium Compounds,DB05398,D050337
Phenols,DB05399,D010636
Immunologic Factors,DB05400,D007155
Steroids,DB05402,D013256
Indoles,DB05403,D007211
Phosphorus Compounds,DB05404,D017553
Serum Globulins,DB05405,D012712
Polynucleotides,DB05406,D011119
Sulfur Compounds,DB05407,D013457
Valerates,DB05408,D014631
Nitrogen Compounds,DB05409,D017672
Steroids,DB05410,D013256
"Heterocyclic Compounds, 2-Ring",DB05412,D006574
Viral Structural Proteins,DB05413,D015678
"Heterocyclic Compounds, 2-Ring",DB05414,D006574
"Polycyclic Hydrocarbons, Aromatic",DB05415,D011084
Sulfur Compounds,DB13015,D013457
"Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors",DB05417,
Pyrans,DB05420,D011714
"Heterocyclic Compounds, 1-Ring",DB05421,D006573
Quinolines,DB05422,D011804
"Receptors, Glucocorticoid, antagonists & inhibitors",DB05423,
Specialty Uses of Chemicals,DB05424,D020313
Tetrapyrroles,DB05428,D045725
Peptides,DB05434,D010455
Serum Globulins,DB05437,D012712
Vaccines,DB05440,D014612
"Hormones, Hormone Substitutes, and Hormone Antagonists",DB05442,D006730
"Heterocyclic Compounds, 1-Ring",DB05444,D006573
Nicotine,DB05445,D009538
"Technology, Industry, and Agriculture",DB05446,D013676
Steroids,DB05450,D013256
Sugar Phosphates,DB05456,D013403
"Heterocyclic Compounds, 2-Ring",DB05457,D006574
"Heterocyclic Compounds, 1-Ring",DB05458,D006573
Serum Globulins,DB05459,D012712
Peptides,DB12215,D010455
"Heterocyclic Compounds, 1-Ring",DB05461,D006573
Sulfur Compounds,DB05464,D013457
Tyrosine Kinase Inhibitors,DB05465,
Urea,DB05470,D014508
Peptides,DB05475,D010455
"Amino Acids, Peptides, and Proteins",DB05476,D000602
Purines,DB05478,D011687
Sulfur Compounds,DB05487,D013457
Quinolones,DB05488,D015363
Sulfur Compounds,DB05490,D013457
Ribonucleosides,DB05494,D012263
Serum Globulins,DB05496,D012712
Sulfur Compounds,DB05498,D013457
Urea,DB05500,D014508
"Receptors, CXCR4, antagonists & inhibitors",DB05501,
"Heterocyclic Compounds, 1-Ring",DB05505,D006573
Peptides,DB05507,D010455
Ribonucleosides,DB05511,D012263
Polycyclic Compounds,DB05513,D011083
Lipids,DB05514,D008055
Organophosphorus Compounds,DB05518,D009943
"Heterocyclic Compounds, 2-Ring",DB05519,D006574
Protease Inhibitors,DB05521,D011480
"Receptor, Epidermal Growth Factor, antagonists & inhibitors",DB05524,
Toxic Actions,DB05528,D004786
Polynucleotides,DB05530,D011119
HIV Fusion Inhibitors,DB05532,D023581
Specialty Uses of Chemicals,DB05540,D020313
Pyrrolidines,DB05541,D011759
Serotonin Receptor Agonists,DB05542,D017366
"Poly(ADP-ribose) Polymerases, antagonists & inhibitors",DB05549,
Serum Globulins,DB05550,D012712
"Phosphatidylinositol 3-Kinases, antagonists & inhibitors",DB05552,
Ribonucleotides,DB05553,D012265
Serum Globulins,DB05555,D012712
"Protein Kinase C-delta, antagonists & inhibitors",DB05560,
Sulfur Compounds,DB05562,D013457
Pyridines,DB05575,D011725
Vascular Endothelial Growth Factor Receptor 2 Antagonist,DB05578,
"Heterocyclic Compounds, 2-Ring",DB05585,D006574
Pyrazoles,DB05586,D011720
"Polycyclic Hydrocarbons, Aromatic",DB05590,D011084
Serum Globulins,DB05595,D012712
Proteins,DB05599,D011506
Sulfur Compounds,DB05607,D013457
Protein Kinase Inhibitors,DB05608,D047428
Oxazines,DB05611,D010078
Peptides,DB05624,D010455
"Amino Acids, Peptides, and Proteins",DB05625,D000602
Quinones,DB05626,D011809
Sugar Acids,DB05630,D013400
Selenium Compounds,DB05631,D018036
Peptides,DB05633,D010455
"Heterocyclic Compounds, 1-Ring",DB05642,D006573
"Nucleic Acids, Nucleotides, and Nucleosides",DB05644,D009706
Peptides,DB05645,D010455
"Heterocyclic Compounds, 1-Ring",DB05650,D006573
Terpenes,DB05653,D013729
Serum Globulins,DB05656,D012712
Sulfur Compounds,DB05659,D013457
Neuroprotective Agents,DB05660,D018696
Toxic Actions,DB05668,D004786
"Metals, Rare Earth",DB05675,D008674
Sensory System Agents,DB05676,D018689
